ClassID	ClassName	Need1	Need10	Need10Count	Need1Count	Need2	Need2Count	Need3	Need3Count	Need4	Need4Count	Need5	Need5Count	Need6	Need6Count	Need7	Need7Count	Need8	Need8Count	Need9	Need9Count
416	Ring_IllusionGunner	Ring_BristianRoulette_1	None	0	1	Ring_Imgination_1	1	Ring_Mischief_1	1	Ring_Trouble_1	1	Ring_Blindly_1	1	Black_Oxide	30	CouponLv_26	30	AncientWarriorSymbol	30	None	0
417	Ring2_IllusionGunner	Ring_IllusionGunner	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
418	Ring_Folclore	Ring_Calypso_1	None	0	1	Ring_Bolero_1	1	Ring_Ranchera_1	1	Ring_Cancion_1	1	Ring_Climax_1	1	Black_Oxide	30	CouponLv_26	30	AncientWarriorSymbol	30	None	0
419	Ring2_Folclore	Ring_Folclore	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
420	Ring_Piracy	Ring_Transfix_1	None	0	1	Ring_Sacrifice_1	1	Ring_Judofthor_1	1	Ring_Topofsail_1	1	Ring_Bonecrash_1	1	Black_Oxide	30	CouponLv_26	30	AncientWarriorSymbol	30	None	0
421	Ring2_Piracy	Ring_Piracy	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
422	Ring_Ambrosia	Ring_GiantBat_1	None	0	1	Ring_DeathlyChain_1	1	Ring_ImmortalSprit_1	1	Ring_SurroundingBat_1	1	Ring_FinalDisaster_1	1	Black_Oxide	30	CouponLv_26	30	AncientWarriorSymbol	30	None	0
423	Ring2_Ambrosia	Ring_Ambrosia	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
424	Ring2_WindSpirits	Ring_WindSpirits_1	None	0	1	Black_Oxide	50	CouponLv_26	50	EleCrystal	2	None	0	None	0	None	0	None	0	None	0
425	Ring_RapidoCruz	Ring_DeepSting_1	None	0	1	Ring_SpearWhirlKick_1	1	Ring_FlyingWyvern_1	1	Ring_DragonsRoar_1	1	Ring_FinalAdvent_1	1	Black_Oxide	30	CouponLv_26	30	AncientWarriorSymbol	30	None	0
426	Ring2_RapidoCruz	Ring_RapidoCruz	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
427	Ring_Pythonis	Ring_Soundofground_1	None	0	1	Ring_Arrowofmind_1	1	Ring_Waveringfire_1	1	Ring_IceField_1	1	Ring_Tornadostorm_1	1	Black_Oxide	30	CouponLv_26	30	AncientWarriorSymbol	30	None	0
428	Ring2_Pythonis	Ring_Pythonis	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
429	Ring2_Nature	Ring_Nature_1	None	0	1	Black_Oxide	50	CouponLv_26	50	EleCrystal	2	None	0	None	0	None	0	None	0	None	0
431	Ring_Vigilar	Ring_Bloquear_1	None	0	1	Ring_Lento_1	1	Ring_Torbellino_1	1	Ring_Presto_1	1	Ring_Cruel_1	1	Black_Oxide	30	CouponLv_26	30	AncientWarriorSymbol	30	None	0
432	Ring2_Invertir	Ring_Invertir_1	None	0	1	Black_Oxide	50	CouponLv_26	50	EleCrystal	2	None	0	None	0	None	0	None	0	None	0
433	Ring2_Vigilar	Ring_Vigilar	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
434	Ring_Sneedronningen	Ring_SnowGolemControl_1	None	0	1	Ring_CallSnowGolem_1	1	Ring_Iceload_1	1	Ring_IceFlower_1	1	Ring_IceExplosion_1	1	Black_Oxide	30	CouponLv_26	30	AncientWarriorSymbol	30	None	0
435	Ring2_Sneedronningen	Ring_Sneedronningen	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
436	Ring_IllusionGarde	Ring_Lovelywink_1	None	0	1	Ring_Handtrick_1	1	Ring_Notrick_1	1	Ring_IllusionStraight_1	1	Ring_IllusionMirror_1	1	Black_Oxide	30	CouponLv_26	30	AncientWarriorSymbol	30	None	0
437	Ring2_IllusionGarde	Ring_IllusionGarde	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
438	Ring_Desire	Ring_Redcrescent_1	None	0	1	Ring_Bloodweapon_1	1	Ring_Bloodstain_1	1	Ring_Thirstforblood_1	1	Ring_HeartBurst_1	1	Black_Oxide	30	CouponLv_26	30	AncientWarriorSymbol	30	None	0
439	Ring2_Desire	Ring_Desire	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
440	Ring_HollyShielder	Ring_Pray_1	None	0	1	Ring_DivineShield_1	1	Ring_Sanctuary_1	1	Ring_Judgement_1	1	Ring_HeavenlyShield_1	1	Black_Oxide	30	CouponLv_26	30	AncientWarriorSymbol	30	None	0
441	Ring2_HolyAura	Ring_HolyAura_1	None	0	1	Black_Oxide	50	CouponLv_26	50	EleCrystal	2	None	0	None	0	None	0	None	0	None	0
442	Ring2_HollyShielder	Ring_HollyShielder	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
443	Ring_CannonShooter	Ring_CannonSwing_1	None	0	1	Ring_Flareshot_1	1	Ring_StillBeginner_1	1	Ring_Cannonball_1	1	Ring_Cannonshellfall_1	1	Black_Oxide	30	CouponLv_26	30	AncientWarriorSymbol	30	None	0
444	Ring2_CannonShooter	Ring_CannonShooter	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
445	Ring_ElectronicKats	Ring_TriangleSlash_1	None	0	1	Ring_LightningRoad_1	1	Ring_AroundExcision_1	1	Ring_TwoSwordsDance_1	1	Ring_SwordofTempest_1	1	Black_Oxide	30	CouponLv_26	30	AncientWarriorSymbol	30	None	0
446	Ring2_ElectronicKats	Ring_ElectronicKats	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
447	Ring_ArcSting	Ring_TamingWolf_1	None	0	1	Ring_PiercingArrow_1	1	Ring_ForceVolley_1	1	Ring_OrderPoint_1	1	Ring_SupportBallista_1	1	Black_Oxide	30	CouponLv_26	30	AncientWarriorSymbol	30	None	0
448	Ring2_ArcSting	Ring_ArcSting	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
449	Ring_SaintShot	Ring_BackdashEncounter_1	None	0	1	Ring_Saintstrike_1	1	Ring_Promise_1	1	Ring_Rageofsaint_1	1	Ring_Punishment_1	1	Black_Oxide	30	CouponLv_26	30	AncientWarriorSymbol	30	None	0
450	Ring2_SaintShot	Ring_SaintShot	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
451	Ring2_Justice	Ring_Justice_1	None	0	1	Black_Oxide	50	CouponLv_26	50	EleCrystal	2	None	0	None	0	None	0	None	0	None	0
452	Ring_InfernalBurn	Ring_Quickboom_1	None	0	1	Ring_Flamerampage_1	1	Ring_Flamemallet_1	1	Ring_Meteorshower_1	1	Ring_Summonsekhmet_1	1	Black_Oxide	30	CouponLv_26	30	AncientWarriorSymbol	30	None	0
453	Ring2_InfernalBurn	Ring_InfernalBurn	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
456	Ring_Infierno	Ring_Fuego_1	None	0	1	Ring_DemonioMano_1	1	Ring_Estigma_1	1	Ring_Cortar_1	1	Ring_Cruelmente_1	1	Black_Oxide	30	CouponLv_26	30	AncientWarriorSymbol	30	None	0
457	Ring2_Infierno	Ring_Infierno	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
458	Ring2_Valer	Ring_Valer_1	None	0	1	Black_Oxide	50	CouponLv_26	50	EleCrystal	2	None	0	None	0	None	0	None	0	None	0
459	Ring_ResoningJournalist	Ring_Freeze_1	None	0	1	Ring_Suppressionrecord_1	1	Ring_Notescatter_1	1	Ring_shootingscoop_1	1	Ring_Sectionfiring_1	1	Black_Oxide	30	CouponLv_26	30	AncientWarriorSymbol	30	None	0
460	Ring2_ResoningJournalist	Ring_ResoningJournalist	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
461	Ring_Thanatos	Ring_Necromancy_1	None	0	1	Ring_SoulBurn_1	1	Ring_Acheron_1	1	Ring_Beckofthedead_1	1	Ring_Soulexplosion_1	1	Black_Oxide	30	CouponLv_26	30	AncientWarriorSymbol	30	None	0
462	Ring2_Thanatos	Ring_Thanatos	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
463	Ring2_Possession	Ring_Possession_1	None	0	1	Black_Oxide	50	CouponLv_26	50	EleCrystal	2	None	0	None	0	None	0	None	0	None	0
464	Ring_DSN	Ring_DeathGleam_1	None	0	1	Ring_SilenceNilddle_1	1	Ring_DeathShadowFlash_1	1	Ring_FloodEarthquake_1	1	Ring_SealSheave_1	1	Black_Oxide	30	CouponLv_26	30	AncientWarriorSymbol	30	None	0
465	Ring2_DSN	Ring_DSN	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
466	Ring_EagleClaw	Ring_Sling_1	None	0	1	Ring_ClowBackStab_1	1	Ring_BlowSlash_1	1	Ring_SandDive_1	1	Ring_BlitzRage_1	1	Black_Oxide	30	CouponLv_26	30	AncientWarriorSymbol	30	None	0
467	Ring2_EagleClaw	Ring_EagleClaw	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
468	Ring_ExPunisher	Ring_BOverrangeShot_1	None	0	1	Ring_ImagenationReroad_1	1	Ring_GunSlash_1	1	Ring_ShootingSpree_1	1	Ring_BombtheRipper_1	1	Black_Oxide	30	CouponLv_26	30	AncientWarriorSymbol	30	None	0
469	Ring2_ExPunisher	Ring_ExPunisher	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
472	Ring_Placidez	Ring_Secreta_1	None	0	1	Ring_Comunion_1	1	Ring_Calma_1	1	Ring_Victima_1	1	Ring_Merced_1	1	Black_Oxide	30	CouponLv_26	30	AncientWarriorSymbol	30	None	0
473	Ring2_Placidez	Ring_Placidez	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
474	Ring_Drawing	Ring_Treeofrainbow_1	None	0	1	Ring_Success_1	1	Ring_Graffitroad_1	1	Ring_Paintshower_1	1	Ring_Trickart_1	1	Black_Oxide	30	CouponLv_26	30	AncientWarriorSymbol	30	None	0
475	Ring2_Drawing	Ring_Drawing	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
476	Ring_Creacion	Ring_Poder_1	None	0	1	Ring_Dorminar_1	1	Ring_Cometa_1	1	Ring_Orden_1	1	Ring_Espacio_1	1	Black_Oxide	30	CouponLv_26	30	AncientWarriorSymbol	30	None	0
477	Ring2_Creacion	Ring_Creacion	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
478	Ring2_Limite	Ring_Limite_1	None	0	1	Black_Oxide	50	CouponLv_26	50	EleCrystal	2	None	0	None	0	None	0	None	0	None	0
479	Ring_ElectronicHare	Ring_Gigantichare_1	None	0	1	Ring_Callhare_1	1	Ring_Magicearthquake_1	1	Ring_Frenzythunder2_1	1	Ring_Crazydance_1	1	Black_Oxide	30	CouponLv_26	30	AncientWarriorSymbol	30	None	0
480	Ring2_ElectronicHare	Ring_ElectronicHare	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
481	Ring_PsychicRev	Ring_Giganticrev_1	None	0	1	Ring_Callrev_1	1	Ring_Magicearthquake2_1	1	Ring_Beyondnatural_1	1	Ring_Psychodance_1	1	Black_Oxide	30	CouponLv_26	30	AncientWarriorSymbol	30	None	0
482	Ring2_PsychicRev	Ring_PsychicRev	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
483	Ring_WildHammer	Ring_FierceBlow_1	None	0	1	Ring_UpperSwing_1	1	Ring_SeismicWave_1	1	Ring_Pulverize_1	1	Ring_Rampage_1	1	Black_Oxide	30	CouponLv_26	30	AncientWarriorSymbol	30	None	0
484	Ring2_SharpenBlade	Ring_SharpenBlade_1	None	0	1	Black_Oxide	50	CouponLv_26	50	EleCrystal	2	None	0	None	0	None	0	None	0	None	0
485	Ring2_WildHammer	Ring_WildHammer	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
486	Ring_DemolitionRoar	Ring_BlowCannon_1	None	0	1	Ring_FlameProtection_1	1	Ring_FlameRush_1	1	Ring_LavaExtrusion_1	1	Ring_Adios_1	1	Black_Oxide	30	CouponLv_26	30	AncientWarriorSymbol	30	None	0
487	Ring2_DemolitionRoar	Ring_DemolitionRoar	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
488	Ring_Storytelling	Ring_CuranShield_1	None	0	1	Ring_ChesterFire_1	1	Ring_RichardSword_1	1	Ring_VeirenReaper_1	1	Ring_GenosSpear_1	1	Black_Oxide	30	CouponLv_26	30	AncientWarriorSymbol	30	None	0
489	Ring2_Storytelling	Ring_Storytelling	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
490	Ring2_Mensa	Ring_Mensa_1	None	0	1	Black_Oxide	50	CouponLv_26	50	EleCrystal	2	None	0	None	0	None	0	None	0	None	0
491	Ring_ImperialGuardian	Ring_Imfailsmash_1	None	0	1	Ring_Consilium_1	1	Ring_Crispo_1	1	Ring_Fides_1	1	Ring_Puranus_1	1	Black_Oxide	30	CouponLv_26	30	AncientWarriorSymbol	30	None	0
492	Ring2_ImperialGuardian	Ring_ImperialGuardian	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
493	Ring2_Dreamofdoll_DEX1	Ring_Dreamofdoll_1	None	0	1	Black_Oxide	50	CouponLv_26	50	EleCrystal	2	None	0	None	0	None	0	None	0	None	0
494	Ring2_Dreamofdoll_INT1	Ring_Dreamofdoll_1	None	0	1	Black_Oxide	50	CouponLv_26	50	EleCrystal	2	None	0	None	0	None	0	None	0	None	0
495	Ring2_ProtectWeapon	Ring_ProtectWeapon_1	None	0	1	Black_Oxide	50	CouponLv_26	50	EleCrystal	2	None	0	None	0	None	0	None	0	None	0
496	Ring_RosaSecreta	Ring_Calmese_1	None	0	1	Ring_CorteAquiles_1	1	Ring_HiladoPajaro_1	1	Ring_EspadaVolar_1	1	Ring_CorrienteEstelar_1	1	Black_Oxide	30	CouponLv_26	30	AncientWarriorSymbol	30	None	0
497	Ring2_RosaSecreta	Ring_RosaSecreta	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
498	Ring2_Indicacion_1	Ring_Indicacion_1	None	0	1	Black_Oxide	50	CouponLv_26	50	EleCrystal	2	None	0	None	0	None	0	None	0	None	0
499	Ring_Machina	Ring_MachinaControl_1	None	0	1	Ring_Static_1	1	Ring_Eedla_1	1	Ring_Magenate_1	1	Ring_Tonati_1	1	Black_Oxide	30	CouponLv_26	30	AncientWarriorSymbol	30	None	0
500	Ring2_Machina	Ring_Machina	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
501	Ring2_SoltingMachina_1	Ring_SoltingMachina_1	None	0	1	Black_Oxide	50	CouponLv_26	50	EleCrystal	2	None	0	None	0	None	0	None	0	None	0
502	Ring_Secreto	Ring_trislash_1	None	0	1	Ring_halfdivide_1	1	Ring_jugularcut_1	1	Ring_cuttingearth_1	1	Ring_violetta_1	1	Black_Oxide	30	CouponLv_26	30	AncientWarriorSymbol	30	None	0
503	Ring2_Secreto	Ring_Secreto	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
504	Ring_Conviction	Ring_overwhelm_1	None	0	1	Ring_pitiless_1	1	Ring_maddelusion_1	1	Ring_lethargy_1	1	Ring_extinction_1	1	Black_Oxide	30	CouponLv_26	30	AncientWarriorSymbol	30	None	0
505	Ring2_Conviction	Ring_Conviction	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
506	Ring2_Faith2	Ring_Fatih2_1	None	0	1	Black_Oxide	50	CouponLv_26	50	EleCrystal	2	None	0	None	0	None	0	None	0	None	0
507	Ring_Quasar	Ring_Superbia_1	None	0	1	Ring_Invidia_1	1	Ring_Acedia_1	1	Ring_Ira_1	1	Ring_Gula_1	1	Black_Oxide	30	CouponLv_26	30	AncientWarriorSymbol	30	None	0
508	Ring2_Quasar	Ring_Quasar	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
509	Ring2_Luxuria	Ring_Luxuria_1	None	0	1	Black_Oxide	50	CouponLv_26	50	EleCrystal	2	None	0	None	0	None	0	None	0	None	0
510	Ring_Manipulation	Ring_OneCard_1	None	0	1	Ring_HiddenCard_1	1	Ring_CardManipulation_1	1	Ring_Spreadshot_1	1	Ring_SilentDancing_1	1	Black_Oxide	30	CouponLv_26	30	AncientWarriorSymbol	30	None	0
511	Ring2_Manipulation	Ring_Manipulation	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
512	Ring_ElementalMaster	Ring_ElementalSpirits_1	None	0	1	Ring_VanishingFlare_1	1	Ring_TonadoFlare_1	1	Ring_MistyClaymore_1	1	Ring_ArchSphere_1	1	Black_Oxide	30	CouponLv_26	30	AncientWarriorSymbol	30	None	0
513	Ring2_ElementalMaster	Ring_ElementalMaster	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
514	Ring_Imperialtactics	OperationC_1	None	0	1	OperationA_1	1	OperationP_1	1	OperationO_1	1	OperationS_1	1	Black_Oxide	30	CouponLv_26	30	AncientWarriorSymbol	30	None	0
515	Ring2_Imperialtactics	Ring_Imperialtactics	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
516	Ring_SacredBullet	Arich_1	None	0	1	Minelauva_1	1	Heze_1	1	Spica_1	1	Syrma_1	1	Black_Oxide	30	CouponLv_26	30	AncientWarriorSymbol	30	None	0
517	Ring2_SacredBullet	Ring_SacredBullet	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
518	Ring_Istion	Ring_Metendo_1	None	0	1	Ring_Bolum_1	1	Ring_Volpire_1	1	Ring_Evram_1	1	Ring_Elementalwhisper_1	1	Black_Oxide	30	CouponLv_26	30	AncientWarriorSymbol	30	None	0
519	Ring2_Istion	Ring_Istion	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
520	Ring2_Reditum_1	Ring_Reditum_1	None	0	1	Black_Oxide	50	CouponLv_26	50	EleCrystal	2	None	0	None	0	None	0	None	0	None	0
521	Ring_Fretensis	Ring_Sartia_1	None	0	1	Ring_Wish_1	1	Ring_Teneritas_1	1	Ring_Fairyel_1	1	Ring_Eltarion_1	1	Black_Oxide	30	CouponLv_26	30	AncientWarriorSymbol	30	None	0
522	Ring2_Fretensis	Ring_Fretensis	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
523	Ring2_Virtus_1	Ring_Virtus_1	None	0	1	Black_Oxide	50	CouponLv_26	50	EleCrystal	2	None	0	None	0	None	0	None	0	None	0
524	Ring_WrathGuard	Ring_Rasanz_1	None	0	1	Ring_Hetzen_1	1	Ring_Shaula_1	1	Ring_Schemen_1	1	Ring_Klage_1	1	Black_Oxide	30	CouponLv_26	30	AncientWarriorSymbol	30	None	0
525	Ring2_WrathGuard	Ring_WrathGuard	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
526	Ring_BloodyPunisher	Ring_Summaryconviction_1	None	0	1	Ring_Bloodynavyduo_1	1	Ring_Bloodyoverrange_1	1	Ring_Wildslash_1	1	Ring_Bloodofshadow_1	1	Black_Oxide	30	CouponLv_26	30	AncientWarriorSymbol	30	None	0
527	Ring2_BloodyPunisher	Ring_BloodyPunisher	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
528	Ring2_Saluete	Ring_Saluete_1	None	0	1	Black_Oxide	50	CouponLv_26	50	EleCrystal	2	None	0	None	0	None	0	None	0	None	0
529	Ring_Cluster	Ring_Dustclener_1	None	0	1	Ring_Purely_1	1	Ring_Endoscopy_1	1	Ring_Separatecollection_1	1	Ring_Perfectsweep_1	1	Black_Oxide	30	CouponLv_26	30	AncientWarriorSymbol	30	None	0
530	Ring2_Cluster	Ring_Cluster	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
531	Ring_Mythos	Ring_Ogmashield_1	None	0	1	Ring_Bellroyfire_1	1	Ring_Luidensword_1	1	Ring_Morianholygrail_1	1	Ring_Neperewave_1	1	Black_Oxide	30	CouponLv_26	30	AncientWarriorSymbol	30	None	0
532	Ring2_Mythos	Ring_Mythos	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
533	Ring_Zodiac	Ring_Scorpius_1	None	0	1	Ring_Taurus_1	1	Ring_Libra_1	1	Ring_Leo_1	1	Ring_Ophiuchus_1	1	Black_Oxide	30	CouponLv_26	30	AncientWarriorSymbol	30	None	0
534	Ring2_Zodiac	Ring_Zodiac	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
535	Ring_TacticalShot	Ring_PointBlank_1	None	0	1	Ring_Ricochet_1	1	Ring_SuppressiveFire_1	1	Ring_DeliberateShot_1	1	Ring_OpheliaMelissa_1	1	Black_Oxide	30	CouponLv_26	30	AncientWarriorSymbol	30	None	0
536	Ring2_TacticalShot	Ring_TacticalShot	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
537	Ring_Adventure	Ring_Sprinkle_1	None	0	1	Ring_BolaShot_1	1	Ring_AnchorShot_1	1	Ring_ExplosiveBolt_1	1	Ring_BoobyTrap_1	1	Black_Oxide	30	CouponLv_26	30	AncientWarriorSymbol	30	None	0
538	Ring2_Adventure	Ring_Adventure	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
539	Ring_FreezeOver	Ring_IceShot_1	None	0	1	Ring_IcySkin_1	1	Ring_FrozenRoad_1	1	Ring_GlacialCrown_1	1	Ring_IceAge_1	1	Black_Oxide	30	CouponLv_26	30	AncientWarriorSymbol	30	None	0
540	Ring2_FreezeOver	Ring_FreezeOver	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
541	Ring_Gaebolg	Ring_Discordia_1	None	0	1	Ring_Fuga_1	1	Ring_Verrite_1	1	Ring_Coren_1	1	Ring_Canis_1	1	Black_Oxide	30	CouponLv_26	30	AncientWarriorSymbol	30	None	0
542	Ring2_Gaebolg	Ring_Gaebolg	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
543	Ring_Todestrieb	Ring_FrozneGhost_1	None	0	1	Ring_ChilingSoul_1	1	Ring_IcyAcheron_1	1	Ring_FreezeToDeath_1	1	Ring_SonwExplosion_1	1	Black_Oxide	30	CouponLv_26	30	AncientWarriorSymbol	30	None	0
544	Ring2_Todestrieb	Ring_Todestrieb	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
545	Ring2_Fieldmanual	Fieldmanual_1	None	0	1	Black_Oxide	50	CouponLv_26	50	EleCrystal	2	None	0	None	0	None	0	None	0	None	0
546	Ring_Malediction	Ring_Tease_1	None	0	1	Ring_Mend_1	1	Ring_Mutilate_1	1	Ring_Plunge_1	1	Ring_Avada Kedabra_1	1	Black_Oxide	30	CouponLv_26	30	AncientWarriorSymbol	30	None	0
547	Ring2_Malediction	Ring_Malediction	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
548	Ring_Savate	Fragarach_1	None	0	1	Rafute_1	1	Destroytion_1	1	ImfailBurst_1	1	Acecia_1	1	Black_Oxide	30	CouponLv_26	30	AncientWarriorSymbol	30	None	0
549	Ring2_Savate	Ring_Savate	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
550	Ring_Whisper	Rikenas_1	None	0	1	Folplace_1	1	Haeche_1	1	Kaloa_1	1	Heavypressure_1	1	Black_Oxide	30	CouponLv_26	30	AncientWarriorSymbol	30	None	0
551	Ring2_Whisper	Ring_Whisper	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
552	Ring2_Velmas	Velmas_1	None	0	1	Black_Oxide	50	CouponLv_26	50	EleCrystal	2	None	0	None	0	None	0	None	0	None	0
553	Ring_Sereni	Pellarkis_1	None	0	1	Pellpochainar_1	1	Pellpelllavasolt_1	1	Pellsollast_1	1	Pelltonado_1	1	Black_Oxide	30	CouponLv_26	30	AncientWarriorSymbol	30	None	0
554	Ring2_Sereni	Ring_Sereni	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
555	Ring_Grave	Voar_1	None	0	1	Escachar_1	1	Bronze_1	1	Remolino_1	1	Falecimento_1	1	Black_Oxide	30	CouponLv_26	30	AncientWarriorSymbol	30	None	0
556	Ring2_Grave	Ring_Grave	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
557	Ring_VioletaPerro	Ring_Delphinium_1	None	0	1	Ring_Liriodelvalle_1	1	Ring_Margarita_1	1	Ring_Anemona_1	1	Ring_Rosemary_1	1	Black_Oxide	30	CouponLv_26	30	AncientWarriorSymbol	30	None	0
558	Ring2_VioletaPerro	Ring_VioletaPerro	None	0	1	EnhancedRing_Crystal	6	PsyStone	100	CouponLv_26	30	None	0	None	0	None	0	None	0	None	0
559	Ring2_Shipide	Ring_Shipide_1	None	0	1	Black_Oxide	50	CouponLv_26	50	EleCrystal	2	None	0	None	0	None	0	None	0	None	0
