AGI	AnimType	AttachEffectIndex	AttachEffectIndexBattle	BodyType	BoneType	BuffMidOffset	BuffTopOffset	CHA	CON	Cache	Category	CharacterBuff	CharacterBuffLv	ClassID	ClassName	ClassType	ClothType	CollectCard	CommPoint	CostumeListFemale	CostumeListMale	Create	CreationCard	DEAD	DEX	DamageOffset	DefaultArmor	DefaultArmorName	DefaultInvenItem	DefaultInvenItemCount	DefaultLWeapon	DefaultRWeapon	DefaultStance	Dummy_N_LH	Dummy_N_RH	EdgeColor	EngName	EqpAchieveSet	EqpArmorSet	EqpArtifactSet	EqpAssistSet	EqpBackSet	EqpBeltSet	EqpBootsSet	EqpBreastSet	EqpCostumeSet	EqpEarSet	EqpFaceSet	EqpGloveSet	EqpHeadSet	EqpNeckSet	EqpRingSet	EqpShoulderSet	EqpWeaponSet	EquipTown	EtcType	EventCard	ExpeditionTag	ExpertStance	Gender	HairType	HeadType	HitDummy	HitOffset	Home	IDL	INT	IconClass	JobDesc	JobSkill	JobSklName	KillVoice	LODDist	Mass	Name	OriginalDEADAni	PICK	PINCH	PoseType	RUN	RootNode	Rotation	RuneWordPercentage	STD	STR	STUN	ScaleF	ScaleM	SelfHitEffect	Size	TopDummy	UniqueHit	Value	VeteranStance	WLK	WeaponScale	WeightRatio	initLv
90	FGT	None	None	PC_SET_FISH_BODY	PC_SET_FISH	137	200	90	90	TRUE	GM	None	0	202	AlejandroGM	FISH	Normal	0	0	None	None	Hire	22029	None	90	158	14000	NoArmor	0	0	10000	10049	GameQueenTest,PlowGuard,RoofGuard,TailGuard,Sidewinder,BlandirCruz,PenetrarCruz,StabGuard	None	None	FF0000FF	Test sever GM	None,Achieve	None,Leather,Metal	None,Artifact	None	None,Back	None,Belt,LBelt	None,Boots,LBoots	None,Breast	None,CosAle	None,Ear	None,FaceAle	None,Glove,LGlove	None,HatAle	None,Necklace	None,Ring	None,Shoulder	5001,3201,2202,2203	TRUE	None	0	1,1,1	None	Male	PC_SET_FISH_HAIR	PC_SET_FISH_HEAD	Bip01 Spine1	137	IMC	PC_IDL_ART	90	fighter	<$>47009</>	0	None	None	1200	1.1	<$>47097</>	NO	PC_PICK_ART	PC_PINCH_ART	FISH	PC_RUN_ART	Bip01	FALSE	0	PC_STD_ART	90	PC_STUN_ART	0	0.827	HIT_Blood_Human	S	Dummy_State	NO	540	None	PC_WLK_ART	None	2	100
90	SCT	None	None	PC_SET_MUA_BODY	PC_SET_MUA	137	201	90	90	TRUE	GM	None	0	203	MuathaiGM	MUA	Normal	0	0	None	None	Hire	22029	None	90	158	14000	NoArmor	0	0	10000	60803	MartialArtsG,MartialArtsS,Muathai,GameQueenTest	None	None	FF0000FF	Test sever QA Team	None,Achieve	None,Leather,Metal	None,Artifact	None	None,Back	None,Belt,LBelt	None,Boots,LBoots	None,Breast	None,CosIra	None,Ear	None,	None,Glove,LGlove	None,	None,Necklace	None,Ring	None,Shoulder	4803,4804,5001	TRUE	None	0	1,1,1	None	Male	PC_SET_MUA_HAIR	PC_SET_MUA_HEAD	Bip01 Spine1	137	IMC	PC_IDL_SCT	90	fighter	<$>47009</>	0	None	None	1200	1.1	<$>47098</>	NO	PC_PICK_SCT	PC_PINCH_SCT	SCT	PC_RUN_SCT	Bip01	FALSE	0	PC_STD_SCT	90	PC_STUN_SCT	0	1.017	HIT_Blood_Human	S	Dummy_State	NO	540	None	PC_WLK_SCT	None	1	100
80	FRITZ	None	None	PC_SET_FRITZ_BODY	PC_SET_FRITZ	131	192	50	80	TRUE	GM	None	0	204	Fritz	FRITZ	Normal	0	0	None	None	Hire	22066	None	80	151	14000	NoArmor	0	0	10000	10000	Bareknuckle	None	None	FF0000FF	Fritz	None,Achieve	None	None,Artifact	None	None,Back	None,Belt	None,Boots	None,Breast	None,	None,Ear	None,	None,Glove	None,	None,Necklace	None,	None,Shoulder	100,	TRUE	None	0	1,1,1	None	Male	None	PC_SET_FRITZ_HEAD	Bip01 Spine1	131	IMC	PC_IDL_FRITZ	40	fighter	<$>47009</>	0	None	None	1200	1	<$>1314</>	NO	PC_PICK_FRITZ	PC_PINCH_FRITZ	FGT	PC_RUN_FRITZ	Bip01	FALSE	0	PC_STD_FRITZ	80	PC_STUN_FRITZ	0	0.897	HIT_Blood_Human	S	Dummy_State	NO	410	None	PC_WLK_FRITZ	None	1	1
80	TORSE	None	None	PC_SET_TORSE_BODY	PC_SET_TORSE	131	192	50	80	TRUE	GM	None	0	205	DoctorTorse	TORSE	Normal	0	0	None	None	Hire	22067	None	80	151	14000	NoArmor	0	0	10000	10000	Bareknuckle	None	None	FF0000FF	Doctor Torse	None,Achieve	None	None,Artifact	None	None,Back	None,Belt	None,Boots	None,Breast	None,	None,Ear	None,	None,Glove	None,	None,Necklace	None,	None,Shoulder	100,	TRUE	None	0	1,1,1	None	Male	None	PC_SET_TORSE_HEAD	Bip01 Spine1	131	IMC	PC_IDL_TORSE	40	fighter	<$>47009</>	0	None	None	1200	1	<$>3640</>	NO	PC_PICK_TORSE	PC_PINCH_TORSE	FGT	PC_RUN_TORSE	Bip01	FALSE	0	PC_STD_TORSE	80	PC_STUN_TORSE	0	0.897	HIT_Blood_Human	S	Dummy_State	NO	410	None	PC_WLK_TORSE	None	1	1
80	NOVIA	None	None	PC_SET_NOVIA_BODY	PC_SET_NOVIA	131	192	50	80	TRUE	GM	None	0	206	Novia	NOVIA	Normal	0	0	None	None	Hire	22068	None	80	151	14000	NoArmor	0	0	10000	10000	Bareknuckle	None	None	FF0000FF	Novia	None,Achieve	None	None,Artifact	None	None,Back	None,Belt	None,Boots	None,Breast	None,	None,Ear	None,	None,Glove	None,	None,Necklace	None,	None,Shoulder	100,	TRUE	None	0	1,1,1	None	Female	None	PC_SET_NOVIA_HEAD	Bip01 Spine1	131	IMC	PC_IDL_NOVIA	40	fighter	<$>47009</>	0	None	None	1200	1	<$>10008</>	NO	PC_PICK_NOVIA	PC_PINCH_NOVIA	FGT	PC_RUN_NOVIA	Bip01	FALSE	0	PC_STD_NOVIA	80	PC_STUN_NOVIA	0.897	0	HIT_Blood_Human	S	Dummy_State	NO	410	None	PC_WLK_NOVIA	None	1	1
80	MONTORO	None	None	PC_SET_MONTORO_BODY	PC_SET_MONTORO	131	192	50	80	TRUE	GM	None	0	207	Montoro	MONTORO	Normal	0	0	None	None	Hire	22069	None	80	151	14000	NoArmor	0	0	10000	10000	Bareknuckle	None	None	FF0000FF	Montoro	None,Achieve	None	None,Artifact	None	None,Back	None,Belt	None,Boots	None,Breast	None,	None,Ear	None,	None,Glove	None,	None,Necklace	None,	None,Shoulder	100,	TRUE	None	0	1,1,1	None	Female	PC_SET_MONTORO_HAIR	PC_SET_MONTORO_HEAD	Bip01 Spine1	131	IMC	PC_IDL_MONTORO	40	fighter	<$>47009</>	0	None	None	1200	1	<$>100146</>	NO	PC_PICK_MONTORO	PC_PINCH_MONTORO	FGT	PC_RUN_MONTORO	Bip01	FALSE	0	PC_STD_MONTORO	80	PC_STUN_MONTORO	0.897	0	HIT_Blood_Human	S	Dummy_State	NO	410	None	PC_WLK_MONTORO	None	1	1
80	SIERRA	None	None	PC_SET_SIERRA_BODY	PC_SET_SIERRA	131	192	50	80	TRUE	GM	None	0	208	SierraLos	SIERRA	Normal	0	0	None	None	Hire	22070	None	80	151	14000	NoArmor	0	0	10000	10000	Bareknuckle	None	None	FF0000FF	Sierra Los	None,Achieve	None	None,Artifact	None	None,Back	None,Belt	None,Boots	None,Breast	None,	None,Ear	None,	None,Glove	None,	None,Necklace	None,	None,Shoulder	100,	TRUE	None	0	1,1,1	None	Female	None	PC_SET_SIERRA_HEAD	Bip01 Spine1	131	IMC	PC_IDL_SIERRA	40	fighter	<$>47009</>	0	None	None	1200	1	<$>104403</>	NO	PC_PICK_SIERRA	PC_PINCH_SIERRA	FGT	PC_RUN_SIERRA	Bip01	FALSE	0	PC_STD_SIERRA	80	PC_STUN_SIERRA	0.897	0	HIT_Blood_Human	S	Dummy_State	NO	410	None	PC_WLK_SIERRA	None	1	1
80	OLDWITCH	None	None	PC_SET_OLDWITCH_BODY	PC_SET_OLDWITCH	131	192	50	80	TRUE	GM	None	0	209	LeonoraLos	OLDWITCH	Normal	0	0	None	None	Hire	22071	None	80	151	14000	NoArmor	0	0	10000	10000	Bareknuckle	None	None	FF0000FF	Leonora Los	None,Achieve	None	None,Artifact	None	None,Back	None,Belt	None,Boots	None,Breast	None,	None,Ear	None,	None,Glove	None,	None,Necklace	None,	None,Shoulder	100,	TRUE	None	0	1,1,1	None	Female	None	PC_SET_OLDWITCH_HEAD	Bip01 Spine1	131	IMC	PC_IDL_OLDWITCH	40	fighter	<$>47009</>	0	None	None	1200	1	<$>47101</>	NO	PC_PICK_OLDWITCH	PC_PINCH_OLDWITCH	FGT	PC_RUN_OLDWITCH	Bip01	FALSE	0	PC_STD_OLDWITCH	80	PC_STUN_OLDWITCH	0.897	0	HIT_Blood_Human	S	Dummy_State	NO	410	None	PC_WLK_OLDWITCH	None	1	1
80	SIMON	None	None	PC_SET_SIMON_BODY	PC_SET_SIMON	131	192	50	80	TRUE	GM	None	0	210	SimonAllende	SIMON	Normal	0	0	None	None	Hire	22072	None	80	151	14000	NoArmor	0	0	10000	10000	Bareknuckle	None	None	FF0000FF	Simon Allende	None,Achieve	None	None,Artifact	None	None,Back	None,Belt	None,Boots	None,Breast	None,	None,Ear	None,	None,Glove	None,	None,Necklace	None,	None,Shoulder	100,	TRUE	None	0	1,1,1	None	Male	None	PC_SET_SIMON_HEAD	Bip01 Spine1	131	IMC	PC_IDL_SIMON	40	fighter	<$>47009</>	0	None	None	1200	1	<$>4256</>	NO	PC_PICK_SIMON	PC_PINCH_SIMON	FGT	PC_RUN_SIMON	Bip01	FALSE	0	PC_STD_SIMON	80	PC_STUN_SIMON	0	0.897	HIT_Blood_Human	S	Dummy_State	NO	410	None	PC_WLK_SIMON	None	1	1
80	GABRIELA	None	None	PC_SET_GABRIELA_BODY	PC_SET_GABRIELA	131	192	50	80	TRUE	GM	None	0	211	PrincesaGabriela	GABRIELA	Normal	0	0	None	None	Hire	22073	None	80	151	14000	NoArmor	0	0	10000	10000	Bareknuckle	None	None	FF0000FF	Princesa Gabriela	None,Achieve	None	None,Artifact	None	None,Back	None,Belt	None,Boots	None,Breast	None,	None,Ear	None,	None,Glove	None,	None,Necklace	None,	None,Shoulder	100,	TRUE	None	0	1,1,1	None	Female	PC_SET_GABRIELA_HAIR	PC_SET_GABRIELA_HEAD	Bip01 Spine1	131	IMC	PC_IDL_GABRIELA	40	fighter	<$>47009</>	0	None	None	1200	1	<$>47102</>	NO	PC_PICK_GABRIELA	PC_PINCH_GABRIELA	FGT	PC_RUN_GABRIELA	Bip01	FALSE	0	PC_STD_GABRIELA	80	PC_STUN_GABRIELA	0.897	0	HIT_Blood_Human	S	Dummy_State	NO	410	None	PC_WLK_GABRIELA	None	1	1
80	DILOSLATEMN	None	None	PC_SET_DILOSLATEMN_BODY	PC_SET_DILOSLATEMN	131	192	50	80	TRUE	GM	None	0	212	DilosLatemn	DILOSLATEMN	Normal	0	0	None	None	Hire	22074	None	80	151	14000	NoArmor	0	0	10000	10000	Bareknuckle	None	None	FF0000FF	DilosLatemn	None,Achieve	None	None,Artifact	None	None,Back	None,Belt	None,Boots	None,Breast	None,	None,Ear	None,	None,Glove	None,	None,Necklace	None,	None,Shoulder	100,	TRUE	None	0	1,1,1	None	Male	None	PC_SET_DILOSLATEMN_HEAD	Bip01 Spine1	131	IMC	PC_IDL_DILOSLATEMN	40	fighter	<$>47009</>	0	None	None	1200	1	<$>47103</>	NO	PC_PICK_DILOSLATEMN	PC_PINCH_DILOSLATEMN	FGT	PC_RUN_DILOSLATEMN	Bip01	FALSE	0	PC_STD_DILOSLATEMN	80	PC_STUN_DILOSLATEMN	0	0.897	HIT_Blood_Human	S	Dummy_State	NO	410	None	PC_WLK_DILOSLATEMN	None	1	1
90	VAFLBEAN	None	None	PC_SET_VAFLBEAN_BODY	PC_SET_VAFLBEAN	120	176	90	90	TRUE	GM	None	0	213	GameQueen2	GAMEQUEEN2	Skirt	0	0	None	None	Hire	22094	None	90	138	14000	NoArmor	0	0	10000	10000	GameQueen2,GameQueen3	None	None	FF0000FF	GameQueen2	None,Achieve	None	None,Artifact	None	None,Back	None,Belt	None,	None,Breast	None,	None,Ear	None,	None,	None,	None,Necklace	None,	None,Shoulder	5002,	TRUE	None	0	1,1,1	None	Female	PC_SET_VAFLBEAN_HAIR	PC_SET_VAFLBEAN_HEAD	Bip01 Spine1	120	IMC	PC_IDL_VAFLBEAN	90	scout	<$>47009</>	0	None	None	1200	1	<$>47104</>	NO	PC_PICK_WAR	PC_PINCH_WAR	VAFLBEAN	PC_RUN_VAFLBEAN	Bip01	FALSE	0	PC_STD_VAFLBEAN	90	PC_STUN_WAR	0.914	0	HIT_Blood_Human	S	Dummy_State	NO	540	None	PC_WLK_VAFLBEAN	None	1	1
80	JD	None	None	NPC_SET_REB_STOR_BODY	NPC_SET_REB_STOR	131	192	50	80	TRUE	Event	ChaLinden	1	214	Neolith_Ev	Warlock	Normal	0	0	None	None	Hire	1000010	None	80	151	15001	CrecementoLeather	0	0	10000	7203	Bareknuckle,AvanceGarde,CustomRoyalGuard	None	None	FF0000FF	Lyndon	None,Achieve	None,Leather	None,Artifact	None	None,Back	None,Belt,LBelt	None,Boots,LBoots	None,Breast	None,CosInvisible	None,Ear	None,	None,Glove,LGlove	None,	None,Necklace	None,Ring	None,Shoulder	6701,6703,9418	TRUE	None	0	1,1,1	None	Male	NPC_SET_REB_STOR_HAIR	NPC_SET_REB_STOR_HEAD	Bip01 Spine1	131	GranadoEspada	PC_IDL_FGT	40	fighter	<$>127651</>	1028	ShadowTrigger	None	1200	1	<$>47096</>	NO	PC_PICK_FGT	PC_PINCH_FGT	FGT	PC_RUN_FGT	Bip01	FALSE	0	PC_STD_FGT	80	PC_STUN_FGT	0	1	HIT_Blood_Human	S	Dummy_State	YES	410	None	PC_WLK_FGT	None	1	1
50	VAN	None	None	PC_SET_VAN_BODY	PC_SET_VAN	137	200	40	70	TRUE	Cityzen	None	0	215	CustomVan	VAN	Normal	0	0	None	None	Hire	0	None	50	158	14000	NoArmor	0	0	10000	10000	Bareknuckle,CustomCreacion	None	None	FFFFFF00	Van	None,Achieve	None,Coat,Robe	None,Artifact	None,PsychicSphere	None,Back	None,Belt	None,Boots	None,Breast	None,CosInvisible	None,Ear	None	None,Glove	None	None,Necklace	None,Ring	None,Shoulder	100,9421	TRUE	None	0	1,1,1	None	Male	PC_SET_VAN_HAIR	PC_SET_VAN_HEAD	Bip01 Spine1	137	GranadoEspada	PC_IDL_VAN	130	wizard	<$>47084</>	30621	CustomLimite	None	1200	1	<$>94851</>	NO	PC_PICK_VAN	PC_PINCH_VAN	VAN	PC_RUN_VAN	Bip01	FALSE	0	PC_STD_VAN	40	PC_STUN_VAN	1.01	1.01	HIT_Blood_Human	S	Dummy_State	YES	340	None	PC_WLK_VAN	None	1	1
50	ANIES	None	None	PC_SET_ANIES_BODY	PC_SET_ANIES	125	182	50	45	TRUE	Cityzen	None	0	216	CustomAnies	ANIES	Skirt	0	0	None	None	Hire	0	None	40	144	14000	NoArmor	0	0	10000	10000	Bareknuckle,CustomPlacidez	None	None	FFFFFF00	Anies	None,Achieve	None,Robe	None,Artifact	None	None,Back	None,Belt	None,Boots	None,Breast	None,CosInvisible	None,Ear	None	None,Glove	None,HatAnies	None,Necklace	None,Ring	None,Shoulder	100,9422	TRUE	None	0	1,1,1	None	Female	PC_SET_ANIES_HAIR	PC_SET_ANIES_HEAD	Bip01 Spine1	125	GranadoEspada	PC_IDL_ANIES	125	scout	<$>133101</>	1079	Cure2	None	1200	1	<$>128266</>	NO	PC_PICK_ANIES	PC_PINCH_VALLE	ANIES	PC_RUN_ANIES	Bip01	FALSE	0	PC_STD_ANIES	40	PC_STUN_ANIES	0.913	0	HIT_Blood_Human	S	Dummy_State	YES	310	None	PC_WLK_ANIES	None	1	1
60	FGT	None	None	pc_set_armfgt_body	PC_SET_FGT,PC_SET_FGT1	135	198	50	70	TRUE	Pioneer	None	0	217	CustomArmFgt	FGT	Normal	0	0	42051,42020,42501,42502,42503,42504,42014,42025,42026,42027,42029,42030,42042	42051,42020,42501,42502,42503,42504,42014,42025,42026,42027,42029,42030,42042,42023	Hire	0	None	60	155	14000	NoArmor	0	0	10000	10000	Bareknuckle,CustomPeltast	None	None	FF00FF00	FighterGame	None,Achieve	None,Leather,Metal	None,Artifact	None	None,Back,BackFGT	None,Belt,LBelt,MBelt	None,Boots,LBoots,MBoots	None,Breast	None,CosALL,CosFGT,CosLeather	None,Ear	None,FaceFGT	None,Glove,LGlove,MGlove	None,Hat,HatFGT,HatFC	None,Necklace	None,Ring	None,Shoulder	100,9423	TRUE	None	0	1,1,1	None	Both	PC_SET_FGT_HAIR	PC_SET_FGT_HEAD,PC_SET_FGT1_HEAD	Bip01 Spine1	135	GranadoEspada	PC_IDL_FGT	40	fighter	<$>87015</>	1001	Provoke	None	1200	1	<$>9971</>	NO	PC_PICK_FGT	PC_PINCH_FGT	FGT,FGT1	PC_RUN_FGT	Bip01	FALSE	0	PC_STD_FGT	100	PC_STUN_FGT	0.956	1	HIT_Blood_Human	S	Dummy_State	NO	340	None	PC_WLK_FGT	None	1	1
50	JUDITH	None	None	PC_SET_JUDITH_BODY	PC_SET_JUDITH	137	200	50	85	TRUE	Cityzen	ChaMonDam	2	218	CustomJudith	JUDITH	Skirt	0	0	None	None	Hire	0	None	50	158	15001	NoArmor	0	0	10000	10000	Bareknuckle,CustomQuasar	None	None	FFCC00FF	Judith	None,Achieve	None,Leather,Metal	None,Artifact	None	None,Back	None,Belt,LBelt,MBelt	None,Boots,LBoots,MBoots	None,Breast	None,CosInvisible	None,Ear	None	None,Glove,LGlove,MGlove	None	None,Necklace	None,Ring	None,Shoulder	100,9425	TRUE	None	0	1,1,1	None	Female	PC_SET_JUDITH_HAIR	PC_SET_JUDITH_HEAD	Bip01 Spine1	137	GranadoEspada	PC_IDL_JUDITH	30	fighter	<$>152281</>	2025	Avaritia	None	1200	1	<$>152278</>	NO	PC_PICK_JUDITH	PC_PINCH_JUDITH	JUDITH	PC_RUN_JUDITH	Bip01	FALSE	0	PC_STD_JUDITH	90	PC_STUN_JUDITH	1	1	HIT_Blood_Human	S	Dummy_State	YES	360	None	PC_WLK_JUDITH	Polearm 0.9	1	130
60	LYNN	None	None	PC_SET_LYNNB_BODY	PC_SET_LYNNB	137	200	50	70	TRUE	Cityzen	ChaATK	1	219	CustomLynn	LYNN	Normal	0	0	None	None	Hire	0	None	40	158	14000	NoArmor	0	0	10000	10000	Bareknuckle,CustomImperialGuardian	None	None	FFFFFF00	Lynn	None,Achieve	None,Leather	None,Artifact	None	None,Back	None,Belt,LBelt	None,Boots,LBoots	None,Breast	None,CosInvisible,CosLynn	None,Ear	None	None,Glove,LGlove	None,HatLynn	None,Necklace	None,Ring	None,Shoulder	13001,9426	TRUE	None	0	1,1,1	None	Female	PC_SET_LYNNB_HAIR	PC_SET_LYNNB_HEAD	Bip01 Spine1	137	GranadoEspada	PC_IDL_LYNN	40	fighter	<$>137368</>	1087	ProtectWeapon	None	1200	1	<$>137367</>	NO	PC_PICK_LYNN	PC_PINCH_LYNN	LYNN	PC_RUN_LYNN	Bip01	FALSE	0	PC_STD_LYNN	80	PC_STUN_LYNN	1	1	HIT_Blood_Human	S	Dummy_State	YES	340	None	PC_WLK_LYNN	THSword 0.8	1	1
40	SHERLIN	None	None	PC_SET_SHERLIN_BODY	PC_SET_SHERLIN	137	200	60	45	TRUE	Cityzen	ChaIncINT	1	220	CustomSherlin	SHERLIN	Skirt	0	0	None	None	Hire	0	None	55	158	14000	CrecementoRobe	0	0	10000	10000	PossessionFire,EvocationFire,CustomInferno	None	None	FFCC00FF	Sherlin	None,Achieve	None,Robe	None,Artifact	None,ElementalSphere	None,Back	None,Belt	None,Boots	None,Breast	None,CosInvisible,CosSherlin	None,Ear	None	None,Glove	None,HatSherlin	None,Necklace	None,Ring	None,Shoulder	9600,9601,9602,9427	TRUE	None	0	1,1,1	None	Female	PC_SET_SHERLIN_HAIR	PC_SET_SHERLIN_HEAD	Bip01 Spine1	137	GranadoEspada	PC_IDL_MUS	80	warlock	<$>91578</>	1057	FireGolemControl	None	1200	1	<$>49610</>	NO	PC_PICK_SHERLIN	PC_PINCH_MUS	SHERLIN	PC_RUN_SHERLIN	Bip01	FALSE	0	PC_STD_SHERLIN	40	PC_STUN_MUS	0.918	1.011	HIT_Blood_Human	S	Dummy_State	NO	320	None	PC_WLK_SHERLIN	None	1	100
60	Diertrich	None	None	PC_SET_DIERTRICH_BODY	PC_SET_DIERTRICH	126	184	50	80	TRUE	Cityzen	ChaIncSTR	1	221	CustomDiertrich	Diertrichherberthe	Normal	0	0	None	None	Hire	0	None	40	145	14000	NoArmor	0	0	10000	10000	Bareknuckle,CustomFretensis	None	None	FFFFFF00	Diertrich	None,Achieve	None,Leather	None,Artifact	None	None,Back	None,Belt,LBelt	None,Boots,LBoots	None,Breast	None,CosInvisible	None,Ear	None,	None,Glove,LGlove	None	None,Necklace	None,Ring	None,Shoulder	13225,9428	TRUE	None	0	1,1,1	None	Female	PC_SET_DIERTRICH_HAIR	PC_SET_DIERTRICH_HEAD	Bip01 Spine1	126	GranadoEspada	PC_IDL_DIERTRICH	40	fighter	<$>166105</>	1099	Virtus	None	1200	0.9	<$>156131</>	NO	PC_PICK_RESCUE	PC_PINCH_RESCUE	Diertrich	PC_RUN_DIERTRICH	Bip01	FALSE	0	PC_STD_DIERTRICH	70	PC_STUN_RESCUE	0.95	0	HIT_Blood_Human	S	Dummy_State	YES	340	None	PC_WLK_DIERTRICH	None	1	100
75	VALLVE	None	None	PC_SET_VALLVE_BODY	PC_SET_VALLVE	127	195	50	60	TRUE	Cityzen	ChaMSPD	2	222	CustomVendetta	VALLVE	Skirt	0	0	None	None	Hire	0	None	50	146	14000	NoArmor	0	0	10000	10000	Bareknuckle,CustomVendetta	None	None	FFCC00FF	Vendetta	None,Achieve	None,Coat	None,Artifact	None	None,Back	None,Belt	None,Boots	None,Breast	None,CosInvisible,CosVendetta	None,Ear	None,FaceVendetta	None,Glove	None,HatVendetta	None,Necklace	None,Ring	None,Shoulder	9700,9430	TRUE	None	0	1,1,1	None	Female	PC_SET_VALLVE_HAIR	PC_SET_VALLVE_HEAD	Bip01 Spine1	127	GranadoEspada	PC_IDL_VALLVE	40	fighter	<$>92912</>	1058	Awakening	None	1200	1	<$>92911</>	NO	PC_PICK_VALLVE	PC_PINCH_FGT	VALLVE	PC_RUN_VALLVE	Bip01	FALSE	0	PC_STD_VALLVE	65	PC_STUN_FGT	0.9	0	HIT_Blood_Human	S	Dummy_State	NO	340	None	PC_WLK_VALLVE	None	1	100
50	LIUNG	None	None	PC_SET_LIUNG_BODY	PC_SET_LIUNG	127	195	50	60	TRUE	Cityzen	None	0	223	CustomLiung	LIUNG	Normal	0	0	None	None	Hire	0	None	30	146	14000	NoArmor	0	0	10000	10000	Bareknuckle,CustomLightningWolf	None	None	FFCC00FF	Liung	None,Achieve	None,Leather	None,Artifact	None	None,Back	None,Belt,LBelt	None,Boots,LBoots	None,Breast	None,CosInvisible	None,Ear	None,	None,Glove,LGlove	None	None,Necklace	None,Ring	None,Shoulder	100,9431	TRUE	None	0	1,1,1	None	Male	PC_SET_LIUNG_HAIR	PC_SET_LIUNG_HEAD	Bip01 Spine1	127	GranadoEspada	PC_IDL_LIUNG	75	fighter	<$>91580</>	1056	FullMoon	None	1200	1	<$>91579</>	NO	PC_PICK_LIUNG	PC_PINCH_FGT	LIUNG	PC_RUN_LIUNG	Bip01	FALSE	0	PC_STD_LIUNG	75	PC_STUN_FGT	0	1	HIT_Blood_Human	S	Dummy_State	NO	340	None	PC_WLK_LIUNG	None	1	100
50	FREEDAY	None	None	PC_SET_FREEDAY_BODY	PC_SET_FREEDAY	137	200	70	50	TRUE	Cityzen	ChaREle	1	224	CustomFreeday	FREEDAY	Normal	0	0	None	None	Hire	0	None	50	158	14000	NoArmor	0	0	10000	10000	Bareknuckle,CustomSerenade,CustomRocking	None	None	FFCC00FF	Freeday	None,Achieve	None,Coat	None,Artifact	None,	None,Back	None,Belt,LBelt	None,Boots,LBoots	None,Breast	None,CosInvisible,CosFreeday	None,Ear	None	None,Glove,LGlove	None,HatFreeday	None,Necklace	None,Ring	None,Shoulder	100,9432	TRUE	None	0	1,1,1	None	Male	PC_SET_FREEDAY_HAIR	PC_SET_FREEDAY_HEAD	Bip01 Spine1	137	GranadoEspada	PC_IDL_FREEDAY	80	warlock	<$>87084</>	1035	Encor	None	1200	1	<$>87083</>	NO	PC_PICK_FREEDAY	PC_PINCH_MUS	FREEDAY	PC_RUN_FREEDAY	Bip01	FALSE	0	PC_STD_FREEDAY	40	PC_STUN_MUS	0.918	1	HIT_Blood_Human	S	Dummy_State	NO	340	None	PC_WLK_FREEDAY	None	1	100
40	SPIRIT	None	None	PC_SET_SPIRIT_BODY	PC_SET_SPIRIT	137	200	70	60	TRUE	Cityzen	ChaMonDam	2	225	CustomSpirit	Spirit	Skirt	0	0	None	None	Hire	0	None	40	158	14000	NoArmor	0	0	10000	10000	Bareknuckle,CustomFloresta	None	None	FFCC00FF	Rose Spirit	None,Achieve	None,Robe	None,Artifact	None,PsychicSphere	None,Back	None,Belt	None,Boots	None,Breast	None,CosInvisible	None,Ear	None	None,Glove	None,HatSpirit	None,Necklace	None,Ring	None,Shoulder	100,9433	TRUE	None	0	1,1,1	None	Female	PC_SET_SPIRIT_HAIR	PC_SET_SPIRIT_HEAD	Bip01 Spine1	137	GranadoEspada	PC_IDL_SPIRIT	120	warlock	<$>98143</>	1063	TierraFertil	None	1200	1	<$>51320</>	NO	PC_PICK_SPIRIT	PC_PINCH_SPIRIT	SPIRIT	PC_RUN_SPIRIT	Bip01	FALSE	0	PC_STD_SPIRIT	30	PC_STUN_SPIRIT	0.9	1	HIT_Blood_Human	S	Dummy_State	YES	330	None	PC_WLK_SPIRIT	None	1	100
50	WIZ	None	None	PC_SET_WIZ_BODY	PC_SET_WIZ,PC_SET_WIZ1	137	200	70	60	TRUE	Pioneer	ChaCast	1	226	CustomWizard	WIZ	Skirt	0	0	42051,42049,42501,42511,42512,42513,42032,42033,42034,42044,42015	42051,42049,42501,42511,42512,42513,42032,42033,42034,42044	Hire	0	None	40	158	14000	NoArmor	0	0	10000	10000	CustomPsychokinesis,CustomLevitation	None	None	FF00FF00	Wizard	None,Achieve	None,Coat	None,Artifact	None,PsychicSphere	None,Back	None,Belt	None,Boots	None,Breast	None,CosInvisible,CosALL,CosWIZ,CosCoat	None,Ear	None,FaceWIZ	None,Glove	None,Hat,HatWIZ	None,Necklace	None,Ring	None,Shoulder	13395,13396	TRUE	None	0	1,1,1	None	Both	PC_SET_WIZ_HAIR	PC_SET_WIZ_HEAD,PC_SET_WIZ1_HEAD	Bip01 Spine1	137	GranadoEspada	PC_IDL_WIZ	70	wizard	<$>104393</>	1002	Coruscation	None	1200	1	<$>9972</>	NO	PC_PICK_WIZ	PC_PINCH_WIZ	WIZ,WIZ1	PC_RUN_WIZ	Bip01	FALSE	0	PC_STD_WIZ	30	PC_STUN_WIZ	0.967	1.011	HIT_Blood_Human	S	Dummy_State	NO	320	None	PC_WLK_WIZ	None	1	100
