ClassID	ClassName	Condition1	Condition2	Condition3	Condition4	Condition5	Condition6	Condition7	Condition8	Location1	Location2	Location3	Location4	Location5	Location6	Location7	Location8	Map1	Map2	Map3	Map4	Map5	Map6	Map7	Map8	Npc1	Npc2	Npc3	Npc4	Npc5	Npc6	Npc7	Npc8	QuestLv1	QuestLv2	QuestLv3	QuestLv4	QuestLv5	QuestLv6	QuestLv7	QuestLv8	Reward1	Reward2	Reward3	Reward4	Reward5	Reward6	Reward7	Reward8	Scenario	StartMap	StartNpc	Title	TotalStage	Type	WarLocation1	WarLocation2	WarLocation3	WarLocation4	WarLocation5	WarLocation6	WarLocation7	WarLocation8
1004703	A_Pquest_04703	None	None	None	None	None	None	None	None	<$>28800</>	None	None	None	None	None	None	None	btl_tbk02	None	None	None	None	None	None	None	NPC_Elisa_Black	None	None	None	None	None	None	None	103	0	1	1	1	1	1	1	<$>56272</>	None	None	None	None	None	None	None	<$>117696</>	btl_tbk02	NPC_Elisa_Black	<$>52811</>	1	Choice	None	None	None	None	None	None	None	None
1004801	A_Pquest_04801	None	None	None	None	None	None	None	None	<$>28799</>	None	None	None	None	None	None	None	btl_tbk01	None	None	None	None	None	None	None	NPC_Elisa_Black	None	None	None	None	None	None	None	101	0	1	1	1	1	1	1	<$>8782</>	None	None	None	None	None	None	None	<$>117697</>	btl_tbk01	NPC_Elisa_Black	<$>52812</>	1	Choice	None	None	None	None	None	None	None	None
1004802	A_Pquest_04802	None	None	None	None	None	None	None	None	<$>28799</>	None	None	None	None	None	None	None	btl_tbk01	None	None	None	None	None	None	None	NPC_Elisa_Black	None	None	None	None	None	None	None	101	0	1	1	1	1	1	1	<$>8782</>	None	None	None	None	None	None	None	<$>117698</>	btl_tbk01	NPC_Elisa_Black	<$>52813</>	1	Choice	None	None	None	None	None	None	None	None
1004803	A_Pquest_04803	None	None	None	None	None	None	None	None	<$>28799</>	None	None	None	None	None	None	None	btl_tbk01	None	None	None	None	None	None	None	NPC_Elisa_Black	None	None	None	None	None	None	None	102	0	1	1	1	1	1	1	<$>56272</>	None	None	None	None	None	None	None	<$>117699</>	btl_tbk01	NPC_Elisa_Black	<$>52814</>	1	Choice	None	None	None	None	None	None	None	None
1004901	A_Pquest_04901	None	None	None	None	None	None	None	None	<$>47491</>	None	None	None	None	None	None	None	dun_tbk01	None	None	None	None	None	None	None	NPC_Elisa_Black	None	None	None	None	None	None	None	104	0	1	1	1	1	1	1	<$>8782</>	None	None	None	None	None	None	None	<$>117700</>	dun_tbk01	NPC_Elisa_Black	<$>52815</>	1	Choice	None	None	None	None	None	None	None	None
1004902	A_Pquest_04902	None	None	None	None	None	None	None	None	<$>47491</>	None	None	None	None	None	None	None	dun_tbk01	None	None	None	None	None	None	None	NPC_Elisa_Black	None	None	None	None	None	None	None	104	0	1	1	1	1	1	1	<$>8782</>	None	None	None	None	None	None	None	<$>56526</>	dun_tbk01	NPC_Elisa_Black	<$>52816</>	1	Choice	None	None	None	None	None	None	None	None
1004903	A_Pquest_04903	None	None	None	None	None	None	None	None	<$>47491</>	None	None	None	None	None	None	None	dun_tbk01	None	None	None	None	None	None	None	NPC_Elisa_Black	None	None	None	None	None	None	None	106	0	1	1	1	1	1	1	<$>8782</>	None	None	None	None	None	None	None	<$>117701</>	dun_tbk01	NPC_Elisa_Black	<$>52817</>	1	Choice	None	None	None	None	None	None	None	None
1004904	A_Pquest_04904	None	None	None	None	None	None	None	None	<$>47491</>	None	None	None	None	None	None	None	dun_tbk01	None	None	None	None	None	None	None	NPC_Elisa_Black	None	None	None	None	None	None	None	107	0	1	1	1	1	1	1	<$>56272</>	None	None	None	None	None	None	None	<$>117702</>	dun_tbk01	NPC_Elisa_Black	<$>52818</>	1	Choice	None	None	None	None	None	None	None	None
1005001	A_Pquest_05001	None	None	None	None	None	None	None	None	<$>47485</>	None	None	None	None	None	None	None	btl_ktv02	None	None	None	None	None	None	None	NPC_Elisa_Black	None	None	None	None	None	None	None	102	0	1	1	1	1	1	1	<$>8782</>	None	None	None	None	None	None	None	<$>117703</>	btl_ktv02	NPC_Elisa_Black	<$>52819</>	1	Choice	None	None	None	None	None	None	None	None
1005002	A_Pquest_05002	None	None	None	None	None	None	None	None	<$>47485</>	None	None	None	None	None	None	None	btl_ktv02	None	None	None	None	None	None	None	NPC_Elisa_Black	None	None	None	None	None	None	None	102	0	1	1	1	1	1	1	<$>8782</>	None	None	None	None	None	None	None	<$>117704</>	btl_ktv02	NPC_Elisa_Black	<$>52820</>	1	Choice	None	None	None	None	None	None	None	None
1005003	A_Pquest_05003	None	None	None	None	None	None	None	None	<$>47485</>	None	None	None	None	None	None	None	btl_ktv02	None	None	None	None	None	None	None	NPC_Elisa_Black	None	None	None	None	None	None	None	103	0	1	1	1	1	1	1	<$>8782</>	None	None	None	None	None	None	None	<$>56468</>	btl_ktv02	NPC_Elisa_Black	<$>52821</>	1	Choice	None	None	None	None	None	None	None	None
1005004	A_Pquest_05004	None	None	None	None	None	None	None	None	<$>47485</>	None	None	None	None	None	None	None	btl_ktv02	None	None	None	None	None	None	None	NPC_Elisa_Black	None	None	None	None	None	None	None	104	0	1	1	1	1	1	1	<$>8782</>	None	None	None	None	None	None	None	<$>56469</>	btl_ktv02	NPC_Elisa_Black	<$>52822</>	1	Choice	None	None	None	None	None	None	None	None
1005005	A_Pquest_05005	None	None	None	None	None	None	None	None	<$>47485</>	None	None	None	None	None	None	None	btl_ktv02	None	None	None	None	None	None	None	NPC_Elisa_Black	None	None	None	None	None	None	None	105	0	1	1	1	1	1	1	<$>56272</>	None	None	None	None	None	None	None	<$>117705</>	btl_ktv02	NPC_Elisa_Black	<$>52823</>	1	Choice	None	None	None	None	None	None	None	None
1005101	A_Pquest_05101	None	None	None	None	None	None	None	None	<$>47492</>	None	None	None	None	None	None	None	dun_tbk02	None	None	None	None	None	None	None	NPC_Elisa_Black	None	None	None	None	None	None	None	103	0	1	1	1	1	1	1	<$>8782</>	None	None	None	None	None	None	None	<$>56532</>	dun_tbk02	NPC_Elisa_Black	<$>52824</>	1	Choice	None	None	None	None	None	None	None	None
1005102	A_Pquest_05102	None	None	None	None	None	None	None	None	<$>47492</>	None	None	None	None	None	None	None	dun_tbk02	None	None	None	None	None	None	None	NPC_Elisa_Black	None	None	None	None	None	None	None	104	0	1	1	1	1	1	1	<$>8782</>	None	None	None	None	None	None	None	<$>56530</>	dun_tbk02	NPC_Elisa_Black	<$>52825</>	1	Choice	None	None	None	None	None	None	None	None
1005103	A_Pquest_05103	None	None	None	None	None	None	None	None	<$>47492</>	None	None	None	None	None	None	None	dun_tbk02	None	None	None	None	None	None	None	NPC_Elisa_Black	None	None	None	None	None	None	None	105	0	1	1	1	1	1	1	<$>8782</>	None	None	None	None	None	None	None	<$>117706</>	dun_tbk02	NPC_Elisa_Black	<$>52826</>	1	Choice	None	None	None	None	None	None	None	None
1005104	A_Pquest_05104	None	None	None	None	None	None	None	None	<$>47492</>	None	None	None	None	None	None	None	dun_tbk02	None	None	None	None	None	None	None	NPC_Elisa_Black	None	None	None	None	None	None	None	105	0	1	1	1	1	1	1	<$>8782</>	None	None	None	None	None	None	None	<$>117707</>	dun_tbk02	NPC_Elisa_Black	<$>52827</>	1	Choice	None	None	None	None	None	None	None	None
1005105	A_Pquest_05105	None	None	None	None	None	None	None	None	<$>47492</>	None	None	None	None	None	None	None	dun_tbk02	None	None	None	None	None	None	None	NPC_Elisa_Black	None	None	None	None	None	None	None	105	0	1	1	1	1	1	1	<$>56272</>	None	None	None	None	None	None	None	<$>117708</>	dun_tbk02	NPC_Elisa_Black	<$>52828</>	1	Choice	None	None	None	None	None	None	None	None
1005201	A_Pquest_05201	None	None	None	None	None	None	None	None	<$>47490</>	None	None	None	None	None	None	None	btl_tbk03	None	None	None	None	None	None	None	NPC_Elisa_Black	None	None	None	None	None	None	None	104	0	1	1	1	1	1	1	<$>8782</>	None	None	None	None	None	None	None	<$>117709</>	btl_tbk03	NPC_Elisa_Black	<$>52829</>	1	Choice	None	None	None	None	None	None	None	None
1005202	A_Pquest_05202	None	None	None	None	None	None	None	None	<$>47490</>	None	None	None	None	None	None	None	btl_tbk03	None	None	None	None	None	None	None	NPC_Elisa_Black	None	None	None	None	None	None	None	104	0	1	1	1	1	1	1	<$>8782</>	None	None	None	None	None	None	None	<$>117710</>	btl_tbk03	NPC_Elisa_Black	<$>52830</>	1	Choice	None	None	None	None	None	None	None	None
1005203	A_Pquest_05203	None	None	None	None	None	None	None	None	<$>47490</>	None	None	None	None	None	None	None	btl_tbk03	None	None	None	None	None	None	None	NPC_Elisa_Black	None	None	None	None	None	None	None	104	0	1	1	1	1	1	1	<$>8782</>	None	None	None	None	None	None	None	<$>117711</>	btl_tbk03	NPC_Elisa_Black	<$>52831</>	1	Choice	None	None	None	None	None	None	None	None
1005204	A_Pquest_05204	None	None	None	None	None	None	None	None	<$>47490</>	None	None	None	None	None	None	None	btl_tbk03	None	None	None	None	None	None	None	NPC_Elisa_Black	None	None	None	None	None	None	None	105	0	1	1	1	1	1	1	<$>56272</>	None	None	None	None	None	None	None	<$>117712</>	btl_tbk03	NPC_Elisa_Black	<$>52832</>	1	Choice	None	None	None	None	None	None	None	None
1005301	A_Pquest_05301	None	None	None	None	None	None	None	None	<$>47414</>	None	None	None	None	None	None	None	btl_jaq04	None	None	None	None	None	None	None	NPC_Elisa_Black	None	None	None	None	None	None	None	95	0	1	1	1	1	1	1	<$>56272</>	None	None	None	None	None	None	None	<$>56418</>	btl_jaq04	NPC_Elisa_Black	<$>52833</>	1	Choice	None	None	None	None	None	None	None	None
1005302	A_Pquest_05302	None	None	None	None	None	None	None	None	<$>47414</>	None	None	None	None	None	None	None	btl_jaq04	None	None	None	None	None	None	None	NPC_Elisa_Black	None	None	None	None	None	None	None	95	0	1	1	1	1	1	1	<$>56272</>	None	None	None	None	None	None	None	<$>57536</>	btl_jaq04	NPC_Elisa_Black	<$>52834</>	1	Choice	None	None	None	None	None	None	None	None
1005401	A_Pquest_05401	None	None	None	None	None	None	None	None	<$>28792</>	None	None	None	None	None	None	None	btl_ktv03	None	None	None	None	None	None	None	NPC_Elisa_Black	None	None	None	None	None	None	None	105	0	1	1	1	1	1	1	<$>8782</>	None	None	None	None	None	None	None	<$>56473</>	btl_ktv03	NPC_Elisa_Black	<$>52835</>	1	Choice	None	None	None	None	None	None	None	None
1005402	A_Pquest_05402	None	None	None	None	None	None	None	None	<$>28792</>	None	None	None	None	None	None	None	btl_ktv03	None	None	None	None	None	None	None	NPC_Elisa_Black	None	None	None	None	None	None	None	106	0	1	1	1	1	1	1	<$>8782</>	None	None	None	None	None	None	None	<$>56472</>	btl_ktv03	NPC_Elisa_Black	<$>52836</>	1	Choice	None	None	None	None	None	None	None	None
1005403	A_Pquest_05403	None	None	None	None	None	None	None	None	<$>28792</>	None	None	None	None	None	None	None	btl_ktv03	None	None	None	None	None	None	None	NPC_Elisa_Black	None	None	None	None	None	None	None	107	0	1	1	1	1	1	1	<$>8782</>	None	None	None	None	None	None	None	<$>56471</>	btl_ktv03	NPC_Elisa_Black	<$>52837</>	1	Choice	None	None	None	None	None	None	None	None
1005404	A_Pquest_05404	None	None	None	None	None	None	None	None	<$>28792</>	None	None	None	None	None	None	None	btl_ktv03	None	None	None	None	None	None	None	NPC_Elisa_Black	None	None	None	None	None	None	None	108	0	1	1	1	1	1	1	<$>56272</>	None	None	None	None	None	None	None	<$>56474</>	btl_ktv03	NPC_Elisa_Black	<$>52838</>	1	Choice	None	None	None	None	None	None	None	None
1005501	A_Pquest_05501	None	None	None	None	None	None	None	None	<$>47520</>	None	None	None	None	None	None	None	btl_bah01	None	None	None	None	None	None	None	NPC_Elisa_Black	None	None	None	None	None	None	None	105	0	1	1	1	1	1	1	<$>8782</>	None	None	None	None	None	None	None	<$>56404</>	btl_bah01	NPC_Elisa_Black	<$>52839</>	1	Choice	None	None	None	None	None	None	None	None
1005502	A_Pquest_05502	None	None	None	None	None	None	None	None	<$>47520</>	None	None	None	None	None	None	None	btl_bah01	None	None	None	None	None	None	None	NPC_Elisa_Black	None	None	None	None	None	None	None	105	0	1	1	1	1	1	1	<$>8782</>	None	None	None	None	None	None	None	<$>56406</>	btl_bah01	NPC_Elisa_Black	<$>52840</>	1	Choice	None	None	None	None	None	None	None	None
1005503	A_Pquest_05503	None	None	None	None	None	None	None	None	<$>47520</>	None	None	None	None	None	None	None	btl_bah01	None	None	None	None	None	None	None	NPC_Elisa_Black	None	None	None	None	None	None	None	106	0	1	1	1	1	1	1	<$>56272</>	None	None	None	None	None	None	None	<$>56407</>	btl_bah01	NPC_Elisa_Black	<$>52841</>	1	Choice	None	None	None	None	None	None	None	None
1005601	A_Pquest_05601	None	None	None	None	None	None	None	None	<$>47486</>	None	None	None	None	None	None	None	btl_ktv04	None	None	None	None	None	None	None	NPC_Elisa_Black	None	None	None	None	None	None	None	106	0	1	1	1	1	1	1	<$>56272</>	None	None	None	None	None	None	None	<$>57537</>	btl_ktv04	NPC_Elisa_Black	<$>52842</>	1	Choice	None	None	None	None	None	None	None	None
1005602	A_Pquest_05602	None	None	None	None	None	None	None	None	<$>47486</>	None	None	None	None	None	None	None	btl_ktv04	None	None	None	None	None	None	None	NPC_Elisa_Black	None	None	None	None	None	None	None	108	0	1	1	1	1	1	1	<$>8782</>	None	None	None	None	None	None	None	<$>56475</>	btl_ktv04	NPC_Elisa_Black	<$>52843</>	1	Choice	None	None	None	None	None	None	None	None
1005603	A_Pquest_05603	None	None	None	None	None	None	None	None	<$>47486</>	None	None	None	None	None	None	None	btl_ktv04	None	None	None	None	None	None	None	NPC_Elisa_Black	None	None	None	None	None	None	None	109	0	1	1	1	1	1	1	<$>8782</>	None	None	None	None	None	None	None	<$>56476</>	btl_ktv04	NPC_Elisa_Black	<$>52844</>	1	Choice	None	None	None	None	None	None	None	None
1005604	A_Pquest_05604	None	None	None	None	None	None	None	None	<$>47486</>	None	None	None	None	None	None	None	btl_ktv04	None	None	None	None	None	None	None	NPC_Elisa_Black	None	None	None	None	None	None	None	110	0	1	1	1	1	1	1	<$>56272</>	None	None	None	None	None	None	None	<$>56477</>	btl_ktv04	NPC_Elisa_Black	<$>52845</>	1	Choice	None	None	None	None	None	None	None	None
1005701	A_Pquest_05701	None	None	None	None	None	None	None	None	<$>47521</>	None	None	None	None	None	None	None	btl_bah02	None	None	None	None	None	None	None	NPC_Elisa_Black	None	None	None	None	None	None	None	107	0	1	1	1	1	1	1	<$>8782</>	None	None	None	None	None	None	None	<$>56408</>	btl_bah02	NPC_Elisa_Black	<$>52846</>	1	Choice	None	None	None	None	None	None	None	None
1005702	A_Pquest_05702	None	None	None	None	None	None	None	None	<$>47521</>	None	None	None	None	None	None	None	btl_bah02	None	None	None	None	None	None	None	NPC_Elisa_Black	None	None	None	None	None	None	None	107	0	1	1	1	1	1	1	<$>8782</>	None	None	None	None	None	None	None	<$>56409</>	btl_bah02	NPC_Elisa_Black	<$>52847</>	1	Choice	None	None	None	None	None	None	None	None
1005703	A_Pquest_05703	None	None	None	None	None	None	None	None	<$>47521</>	None	None	None	None	None	None	None	btl_bah02	None	None	None	None	None	None	None	NPC_Elisa_Black	None	None	None	None	None	None	None	108	0	1	1	1	1	1	1	<$>56272</>	None	None	None	None	None	None	None	<$>56410</>	btl_bah02	NPC_Elisa_Black	<$>52848</>	1	Choice	None	None	None	None	None	None	None	None
1005801	A_Pquest_05801	None	None	None	None	None	None	None	None	<$>28786</>	None	None	None	None	None	None	None	btl_bah04	None	None	None	None	None	None	None	NPC_Elisa_Black	None	None	None	None	None	None	None	108	0	1	1	1	1	1	1	<$>56272</>	None	None	None	None	None	None	None	<$>57538</>	btl_bah04	NPC_Elisa_Black	<$>52849</>	1	Choice	None	None	None	None	None	None	None	None
1005802	A_Pquest_05802	None	None	None	None	None	None	None	None	<$>28786</>	None	None	None	None	None	None	None	btl_bah04	None	None	None	None	None	None	None	NPC_Elisa_Black	None	None	None	None	None	None	None	111	0	1	1	1	1	1	1	<$>8782</>	None	None	None	None	None	None	None	<$>56414</>	btl_bah04	NPC_Elisa_Black	<$>52850</>	1	Choice	None	None	None	None	None	None	None	None
1005803	A_Pquest_05803	None	None	None	None	None	None	None	None	<$>28786</>	None	None	None	None	None	None	None	btl_bah04	None	None	None	None	None	None	None	NPC_Elisa_Black	None	None	None	None	None	None	None	111	0	1	1	1	1	1	1	<$>8782</>	None	None	None	None	None	None	None	<$>56415</>	btl_bah04	NPC_Elisa_Black	<$>52851</>	1	Choice	None	None	None	None	None	None	None	None
1005804	A_Pquest_05804	None	None	None	None	None	None	None	None	<$>28786</>	None	None	None	None	None	None	None	btl_bah04	None	None	None	None	None	None	None	NPC_Elisa_Black	None	None	None	None	None	None	None	112	0	1	1	1	1	1	1	<$>56272</>	None	None	None	None	None	None	None	<$>56416</>	btl_bah04	NPC_Elisa_Black	<$>52852</>	1	Choice	None	None	None	None	None	None	None	None
1005901	A_Pquest_05901	None	None	None	None	None	None	None	None	<$>47522</>	None	None	None	None	None	None	None	btl_bah03	None	None	None	None	None	None	None	NPC_Elisa_Black	None	None	None	None	None	None	None	109	0	1	1	1	1	1	1	<$>8782</>	None	None	None	None	None	None	None	<$>56411</>	btl_bah03	NPC_Elisa_Black	<$>52853</>	1	Choice	None	None	None	None	None	None	None	None
1005902	A_Pquest_05902	None	None	None	None	None	None	None	None	<$>47522</>	None	None	None	None	None	None	None	btl_bah03	None	None	None	None	None	None	None	NPC_Elisa_Black	None	None	None	None	None	None	None	109	0	1	1	1	1	1	1	<$>8782</>	None	None	None	None	None	None	None	<$>56412</>	btl_bah03	NPC_Elisa_Black	<$>52854</>	1	Choice	None	None	None	None	None	None	None	None
1005903	A_Pquest_05903	None	None	None	None	None	None	None	None	<$>47522</>	None	None	None	None	None	None	None	btl_bah03	None	None	None	None	None	None	None	NPC_Elisa_Black	None	None	None	None	None	None	None	110	0	1	1	1	1	1	1	<$>56272</>	None	None	None	None	None	None	None	<$>56413</>	btl_bah03	NPC_Elisa_Black	<$>52855</>	1	Choice	None	None	None	None	None	None	None	None
1006001	A_Pquest_06001	None	None	None	None	None	None	None	None	<$>47487</>	None	None	None	None	None	None	None	btl_ktv05	None	None	None	None	None	None	None	NPC_Elisa_Black	None	None	None	None	None	None	None	110	0	1	1	1	1	1	1	<$>8782</>	None	None	None	None	None	None	None	<$>56479</>	btl_ktv05	NPC_Elisa_Black	<$>52856</>	1	Choice	None	None	None	None	None	None	None	None
1006002	A_Pquest_06002	None	None	None	None	None	None	None	None	<$>47487</>	None	None	None	None	None	None	None	btl_ktv05	None	None	None	None	None	None	None	NPC_Elisa_Black	None	None	None	None	None	None	None	110	0	1	1	1	1	1	1	<$>8782</>	None	None	None	None	None	None	None	<$>56482</>	btl_ktv05	NPC_Elisa_Black	<$>52857</>	1	Choice	None	None	None	None	None	None	None	None
1006003	A_Pquest_06003	None	None	None	None	None	None	None	None	<$>47487</>	None	None	None	None	None	None	None	btl_ktv05	None	None	None	None	None	None	None	NPC_Elisa_Black	None	None	None	None	None	None	None	110	0	1	1	1	1	1	1	<$>8782</>	None	None	None	None	None	None	None	<$>56484</>	btl_ktv05	NPC_Elisa_Black	<$>52858</>	1	Choice	None	None	None	None	None	None	None	None
1006004	A_Pquest_06004	None	None	None	None	None	None	None	None	<$>47487</>	None	None	None	None	None	None	None	btl_ktv05	None	None	None	None	None	None	None	NPC_Elisa_Black	None	None	None	None	None	None	None	111	0	1	1	1	1	1	1	<$>8782</>	None	None	None	None	None	None	None	<$>56481</>	btl_ktv05	NPC_Elisa_Black	<$>52859</>	1	Choice	None	None	None	None	None	None	None	None
1006005	A_Pquest_06005	None	None	None	None	None	None	None	None	<$>47487</>	None	None	None	None	None	None	None	btl_ktv05	None	None	None	None	None	None	None	NPC_Elisa_Black	None	None	None	None	None	None	None	111	0	1	1	1	1	1	1	<$>8782</>	None	None	None	None	None	None	None	<$>56483</>	btl_ktv05	NPC_Elisa_Black	<$>52860</>	1	Choice	None	None	None	None	None	None	None	None
1006006	A_Pquest_06006	None	None	None	None	None	None	None	None	<$>47487</>	None	None	None	None	None	None	None	btl_ktv05	None	None	None	None	None	None	None	NPC_Elisa_Black	None	None	None	None	None	None	None	112	0	1	1	1	1	1	1	<$>56272</>	None	None	None	None	None	None	None	<$>56480</>	btl_ktv05	NPC_Elisa_Black	<$>52861</>	1	Choice	None	None	None	None	None	None	None	None
1006007	A_Pquest_06007	None	None	None	None	None	None	None	None	<$>47487</>	None	None	None	None	None	None	None	btl_ktv05	None	None	None	None	None	None	None	NPC_Elisa_Black	None	None	None	None	None	None	None	114	0	1	1	1	1	1	1	<$>56272</>	None	None	None	None	None	None	None	<$>57539</>	btl_ktv05	NPC_Elisa_Black	<$>52862</>	1	Choice	None	None	None	None	None	None	None	None
1006101	A_Pquest_06101	None	None	None	None	None	None	None	None	<$>47523</>	None	None	None	None	None	None	None	dun_bah01	None	None	None	None	None	None	None	NPC_Elisa_Black	None	None	None	None	None	None	None	110	0	1	1	1	1	1	1	<$>56272</>	None	None	None	None	None	None	None	<$>57540</>	dun_bah01	NPC_Elisa_Black	<$>52863</>	1	Choice	None	None	None	None	None	None	None	None
1006102	A_Pquest_06102	None	None	None	None	None	None	None	None	<$>47523</>	None	None	None	None	None	None	None	dun_bah01	None	None	None	None	None	None	None	NPC_Elisa_Black	None	None	None	None	None	None	None	113	0	1	1	1	1	1	1	<$>8782</>	None	None	None	None	None	None	None	<$>56533</>	dun_bah01	NPC_Elisa_Black	<$>52864</>	1	Choice	None	None	None	None	None	None	None	None
1006103	A_Pquest_06103	None	None	None	None	None	None	None	None	<$>47523</>	None	None	None	None	None	None	None	dun_bah01	None	None	None	None	None	None	None	NPC_Elisa_Black	None	None	None	None	None	None	None	114	0	1	1	1	1	1	1	<$>8782</>	None	None	None	None	None	None	None	<$>56534</>	dun_bah01	NPC_Elisa_Black	<$>52865</>	1	Choice	None	None	None	None	None	None	None	None
1006104	A_Pquest_06104	None	None	None	None	None	None	None	None	<$>47523</>	None	None	None	None	None	None	None	dun_bah01	None	None	None	None	None	None	None	NPC_Elisa_Black	None	None	None	None	None	None	None	114	0	1	1	1	1	1	1	<$>8782</>	None	None	None	None	None	None	None	<$>56535</>	dun_bah01	NPC_Elisa_Black	<$>52866</>	1	Choice	None	None	None	None	None	None	None	None
1006105	A_Pquest_06105	None	None	None	None	None	None	None	None	<$>47523</>	None	None	None	None	None	None	None	dun_bah01	None	None	None	None	None	None	None	NPC_Elisa_Black	None	None	None	None	None	None	None	115	0	1	1	1	1	1	1	<$>8782</>	None	None	None	None	None	None	None	<$>56536</>	dun_bah01	NPC_Elisa_Black	<$>52867</>	1	Choice	None	None	None	None	None	None	None	None
1006106	A_Pquest_06106	None	None	None	None	None	None	None	None	<$>47524</>	None	None	None	None	None	None	None	dun_bah01	None	None	None	None	None	None	None	NPC_Elisa_Black	None	None	None	None	None	None	None	115	0	1	1	1	1	1	1	<$>56272</>	None	None	None	None	None	None	None	<$>56537</>	dun_bah01	NPC_Elisa_Black	<$>52868</>	1	Choice	None	None	None	None	None	None	None	None
1006201	A_Pquest_06201	None	None	None	None	None	None	None	None	<$>47524</>	None	None	None	None	None	None	None	dun_bah02	None	None	None	None	None	None	None	NPC_Elisa_Black	None	None	None	None	None	None	None	114	0	1	1	1	1	1	1	<$>8782</>	None	None	None	None	None	None	None	<$>56539</>	dun_bah02	NPC_Elisa_Black	<$>52869</>	1	Choice	None	None	None	None	None	None	None	None
1006202	A_Pquest_06202	None	None	None	None	None	None	None	None	<$>47524</>	None	None	None	None	None	None	None	dun_bah02	None	None	None	None	None	None	None	NPC_Elisa_Black	None	None	None	None	None	None	None	114	0	1	1	1	1	1	1	<$>8782</>	None	None	None	None	None	None	None	<$>56540</>	dun_bah02	NPC_Elisa_Black	<$>52870</>	1	Choice	None	None	None	None	None	None	None	None
1006203	A_Pquest_06203	None	None	None	None	None	None	None	None	<$>47524</>	None	None	None	None	None	None	None	dun_bah02	None	None	None	None	None	None	None	NPC_Elisa_Black	None	None	None	None	None	None	None	115	0	1	1	1	1	1	1	<$>8782</>	None	None	None	None	None	None	None	<$>56541</>	dun_bah02	NPC_Elisa_Black	<$>52871</>	1	Choice	None	None	None	None	None	None	None	None
1006204	A_Pquest_06204	None	None	None	None	None	None	None	None	<$>47524</>	None	None	None	None	None	None	None	dun_bah02	None	None	None	None	None	None	None	NPC_Elisa_Black	None	None	None	None	None	None	None	115	0	1	1	1	1	1	1	<$>56272</>	None	None	None	None	None	None	None	<$>56542</>	dun_bah02	NPC_Elisa_Black	<$>52872</>	1	Choice	None	None	None	None	None	None	None	None
1006301	A_Pquest_06301	None	None	None	None	None	None	None	None	<$>47406</>	None	None	None	None	None	None	None	dun_jaq_c04	None	None	None	None	None	None	None	NPC_Elisa_Black	None	None	None	None	None	None	None	92	0	1	1	1	1	1	1	<$>8782</>	None	None	None	None	None	None	None	<$>57541</>	dun_jaq_c04	NPC_Elisa_Black	<$>52873</>	1	Choice	None	None	None	None	None	None	None	None
1006302	A_Pquest_06302	None	None	None	None	None	None	None	None	<$>47406</>	None	None	None	None	None	None	None	dun_jaq_c04	None	None	None	None	None	None	None	NPC_Elisa_Black	None	None	None	None	None	None	None	92	0	1	1	1	1	1	1	<$>8782</>	None	None	None	None	None	None	None	<$>57543</>	dun_jaq_c04	NPC_Elisa_Black	<$>57542</>	1	Choice	None	None	None	None	None	None	None	None
1006303	A_Pquest_06303	None	None	None	None	None	None	None	None	<$>47406</>	None	None	None	None	None	None	None	dun_jaq_c04	None	None	None	None	None	None	None	NPC_Elisa_Black	None	None	None	None	None	None	None	92	0	1	1	1	1	1	1	<$>8782</>	None	None	None	None	None	None	None	<$>57545</>	dun_jaq_c04	NPC_Elisa_Black	<$>57544</>	1	Choice	None	None	None	None	None	None	None	None
1006304	A_Pquest_06304	None	None	None	None	None	None	None	None	<$>47406</>	None	None	None	None	None	None	None	dun_jaq_c04	None	None	None	None	None	None	None	NPC_Elisa_Black	None	None	None	None	None	None	None	92	0	1	1	1	1	1	1	<$>56272</>	None	None	None	None	None	None	None	<$>57547</>	dun_jaq_c04	NPC_Elisa_Black	<$>57546</>	1	Choice	None	None	None	None	None	None	None	None
1006401	A_Pquest_06401	None	None	None	None	None	None	None	None	<$>28798</>	None	None	None	None	None	None	None	btl_reb05	None	None	None	None	None	None	None	NPC_Elisa_Black	None	None	None	None	None	None	None	100	0	1	1	1	1	1	1	<$>8782</>	None	None	None	None	None	None	None	<$>57549</>	btl_reb05	NPC_Elisa_Black	<$>57548</>	1	Choice	None	None	None	None	None	None	None	None
1006402	A_Pquest_06402	None	None	None	None	None	None	None	None	<$>28798</>	None	None	None	None	None	None	None	btl_reb05	None	None	None	None	None	None	None	NPC_Elisa_Black	None	None	None	None	None	None	None	100	0	1	1	1	1	1	1	<$>8782</>	None	None	None	None	None	None	None	<$>57551</>	btl_reb05	NPC_Elisa_Black	<$>57550</>	1	Choice	None	None	None	None	None	None	None	None
1006403	A_Pquest_06403	None	None	None	None	None	None	None	None	<$>28798</>	None	None	None	None	None	None	None	btl_reb05	None	None	None	None	None	None	None	NPC_Elisa_Black	None	None	None	None	None	None	None	100	0	1	1	1	1	1	1	<$>56272</>	None	None	None	None	None	None	None	<$>57553</>	btl_reb05	NPC_Elisa_Black	<$>57552</>	1	Choice	None	None	None	None	None	None	None	None
