ClassID	ClassName	CreateH	CreateX	CreateY	CreateZone	Direction	InitZoom	Latitude	Longitude	Name	Range	TargetDir	TargetH	TargetX	TargetY	TargetZone	ZoneMapOffsetX	ZoneMapOffsetY	ZoneMapType	ZoomMax	ZoomMin
21104	dun_bah01_2	0	0	0	None	0	1000	18	1	<$>47523</>	400	97	1203	26052	26431	dun_bah01	0	0	OUTSIDE	2200	200
21105	dun_bah01-btl_bah01	1211	-43305	-15065	dun_bah01	64	1000	18	1	<$>152123</>	400	92	-85	-15304	6025	btl_bah01	70	0	OUTSIDE	2200	200
21106	dun_bah01-btl_bah04	1211	26934	26696	dun_bah01	215	1000	18	1	<$>152124</>	400	97	-85	29515	-14838	btl_bah04	-60	-30	OUTSIDE	2200	200
21107	btl_bah01_01	0	0	0	None	0	1000	18	1	<$>152123</>	600	97	-85	-7846	7887	btl_bah01	0	0	OUTSIDE	2200	200
21108	btl_bah01_02	0	0	0	None	0	1000	18	1	<$>152123</>	100	92	-85	-8985	16274	btl_bah01	20	0	OUTSIDE	2200	200
21109	btl_bah01_03	0	0	0	None	0	1000	18	1	<$>152123</>	400	92	-85	-27206	12004	btl_bah01	70	-30	OUTSIDE	2200	200
21110	btl_bah01_04	0	0	0	None	0	1000	18	1	<$>152123</>	400	97	-97	-18569	12944	btl_bah01	0	0	OUTSIDE	2200	200
21111	btl_bah01_05	0	0	0	None	0	1000	18	1	<$>152123</>	400	92	-67	-23621	5320	btl_bah01	70	-30	OUTSIDE	2200	200
21112	btl_bah01_06	0	0	0	None	0	1000	18	1	<$>152123</>	400	97	-80	-17409	6233	btl_bah01	0	0	OUTSIDE	2200	200
21113	btl_bah01_07	0	0	0	None	0	1000	18	1	<$>152123</>	400	97	-96	-15562	2437	btl_bah01	0	0	OUTSIDE	2200	200
21114	btl_bah01_08	0	0	0	None	0	1000	18	1	<$>152123</>	400	97	-98	-24389	-5542	btl_bah01	0	0	OUTSIDE	2200	200
21115	btl_bah01_09	0	0	0	None	0	1000	18	1	<$>152123</>	400	97	-73	-16026	-7608	btl_bah01	0	0	OUTSIDE	2200	200
21116	btl_bah04_01	0	0	0	None	0	1000	18	1	<$>152124</>	600	97	-85	17216	18392	btl_bah04	0	0	OUTSIDE	2200	200
21117	btl_bah04_02	0	0	0	None	0	1000	18	1	<$>152124</>	100	92	-104	13870	15646	btl_bah04	20	0	OUTSIDE	2200	200
21118	btl_bah04_03	0	0	0	None	0	1000	18	1	<$>152124</>	400	92	-84	12483	13809	btl_bah04	70	-30	OUTSIDE	2200	200
21119	btl_bah04_04	0	0	0	None	0	1000	18	1	<$>152124</>	400	97	-70	8676	8466	btl_bah04	0	0	OUTSIDE	2200	200
21120	btl_bah04_05	0	0	0	None	0	1000	18	1	<$>152124</>	400	92	-102	5647	1257	btl_bah04	70	-30	OUTSIDE	2200	200
21121	btl_bah04_06	0	0	0	None	0	1000	18	1	<$>152124</>	400	97	-70	15813	6714	btl_bah04	0	0	OUTSIDE	2200	200
21122	btl_bah04_07	0	0	0	None	0	1000	18	1	<$>152124</>	400	97	-100	17449	-870	btl_bah04	0	0	OUTSIDE	2200	200
21123	btl_bah04_08	0	0	0	None	0	1000	18	1	<$>152124</>	400	97	-82	27136	-1623	btl_bah04	0	0	OUTSIDE	2200	200
21124	btl_bah04_09	0	0	0	None	0	1000	18	1	<$>152124</>	400	97	-102	22356	-10914	btl_bah04	0	0	OUTSIDE	2200	200
21125	ust_basic-btl_bah04	0	0	0	None	0	1000	18	1	<$>152124</>	400	97	-81	22470	19968	btl_bah04	0	0	OUTSIDE	2200	200
21126	dun_bah02left-dun_bah01	1176	-18978	7346	dun_bah02	120	1000	18	1	<$>63933</>	400	97	1208	-29689	8917	dun_bah01	0	0	OUTSIDE	2200	200
21127	dun_bah02right-dun_bah01	1952	18595	449	dun_bah02	230	1000	18	1	<$>63933</>	400	97	1284	12953	2572	dun_bah01	0	0	OUTSIDE	2200	200
21128	btl_bah05	0	0	0	None	0	1000	18	1	<$>106356</>	400	97	-549	13431	-32890	btl_bah05	0	0	OUTSIDE	2200	200
21129	btl_bah05-btl_bah04	0	0	0	None	0	1000	18	1	<$>28786</>	400	215	-82	22899	20332	btl_bah04	0	0	OUTSIDE	2200	200
21130	bah01_warpsol_01	0	0	0	None	79	613	18	1	None	400	97	-95	-32141	-6476	btl_bah01	0	0	None	2200	200
21131	bah01_warpsol_02	0	0	0	None	191	613	18	1	None	400	97	-83	-27813	21662	btl_bah01	0	0	None	2200	200
21132	bah01_warpsol_03	0	0	0	None	35	1000	18	1	None	400	97	-95	-8175	1101	btl_bah01	0	0	None	2200	200
21133	bah03_warpsol_01	0	0	0	None	139	1000	18	1	None	400	97	1004	-3073	-12193	btl_bah03	0	0	None	2200	200
21134	bah03_warpsol_02	0	0	0	None	197	1000	18	1	None	400	97	632	18391	-10198	btl_bah03	0	0	None	2200	200
21135	bah03_warpsol_03	0	0	0	None	214	1000	18	1	None	400	97	431	4433	18126	btl_bah03	0	0	None	2200	200
21136	bah03_warpsol_04	0	0	0	None	0	1000	18	1	None	400	97	595	7227	680	btl_bah03	0	0	None	2200	200
21137	bah02_warpsol_01	0	0	0	None	270	1000	18	1	None	400	97	201	-17035	3801	btl_bah02	0	0	None	2200	200
21138	bah02_warpsol_02	0	0	0	None	1	1000	18	1	None	400	97	254	-15964	-14568	btl_bah02	0	0	None	2200	200
21139	bah01_warpsol_04	0	0	0	None	1	1000	18	1	None	400	97	-85	-27183	11791	btl_bah01	0	0	None	2200	200
22101	fld_gig-fld_gig_fight	0	0	0	None	0	1000	18	1	<$>63934</>	600	97	1127	17	3189	fld_gig	0	0	OUTSIDE	2200	200
22102	fld_gig-fld_gig_spectator1	0	0	0	None	0	1000	18	1	<$>63935</>	100	92	1434	1729	4140	fld_gig	20	0	OUTSIDE	2200	200
22103	fld_gig-fld_gig_spectator2	0	0	0	None	0	1000	18	1	<$>63936</>	400	92	1672	1312	2997	fld_gig	70	-30	OUTSIDE	2200	200
22104	fld_gig-fld_gig_spectator3	0	0	0	None	0	1000	18	1	<$>63937</>	400	97	1910	570	2504	fld_gig	0	0	OUTSIDE	2200	200
22105	fld_gig-fld_gig_spectator4	0	0	0	None	64	1000	18	1	<$>63938</>	400	92	1912	-582	2424	fld_gig	70	-30	OUTSIDE	2200	200
22106	fld_gig-fld_gig_spectator5	0	0	0	None	215	1000	18	1	<$>63939</>	400	97	1672	-1339	2938	fld_gig	-70	0	OUTSIDE	2200	200
22107	fld_gig-fld_gig_spectator6	0	0	0	None	0	1000	18	1	<$>63940</>	600	97	1434	-1731	4095	fld_gig	0	0	OUTSIDE	2200	200
22108	fld_gig_fight-fld_gig	0	0	0	None	0	1000	18	1	<$>63941</>	100	92	2018	-12	-1492	fld_gig	20	0	OUTSIDE	2200	200
22109	coim_basic-fld_gig	0	0	0	None	0	1000	18	1	<$>63942</>	100	92	437	-1183	-21815	gig_basic	20	0	OUTSIDE	2200	200
22110	fld_gig-btl_gig01	0	0	0	None	100	1000	18	1	<$>47530</>	100	92	-5095	-3682	-101418	btl_gig01	0	0	OUTSIDE	2200	200
22111	btl_gig01-fld_gig	-5121	-3591	-102126	btl_gig01	0	1000	18	1	<$>63941</>	100	92	22	-25353	6838	fld_gig	0	0	OUTSIDE	2200	200
22112	btl_gig01-btl_gig01_first	0	0	0	None	10	1000	18	1	<$>63943</>	100	92	142	72341	-69299	btl_gig01	0	0	OUTSIDE	2200	200
22113	btl_gig01-btl_gig01_second	0	0	0	None	10	1000	18	1	<$>63944</>	100	92	-263	58490	15972	btl_gig01	0	0	OUTSIDE	2200	200
22114	btl_gig01-btl_gig01_final	0	0	0	None	10	1000	18	1	<$>63945</>	100	92	-1820	-64500	42203	btl_gig01	0	0	OUTSIDE	2200	200
22115	btl_gig01-dun_gig_boss	-768	-58109	25062	btl_gig01	295	1000	18	1	<$>47531</>	100	92	3039	-5633	-10435	dun_gig_boss	0	0	INSIDE	2200	200
22116	dun_gig_boss-btl_gig01	0	0	0	None	67	1000	18	1	<$>47530</>	100	92	-5095	-3682	-101418	btl_gig01	0	0	OUTSIDE	2200	200
22117	gig_basic-fld_gig	1963	248	-4346	gig_basic	180	1000	18	1	<$>47529</>	100	92	1950	-3	-3052	fld_gig	0	0	OUTSIDE	2200	200
22118	fld_gig-gig_basic	1949	54	-3408	fld_gig	360	1000	18	1	<$>47532</>	100	92	1963	288	-5093	gig_basic	0	0	INSIDE	2200	200
22119	dun_gig_boss-btl_gig01_2	0	0	0	None	67	1000	18	1	<$>47530</>	100	92	-5095	-3682	-101418	btl_gig01_2	0	0	OUTSIDE	2200	200
22120	btl_gig01_2-dun_gig_boss	-768	-58109	25062	btl_gig01_2	295	1000	18	1	<$>47531</>	100	92	3039	-5633	-10435	dun_gig_boss	0	0	OUTSIDE	2200	200
22121	btl_gig01-btl_bellemrelic1	0	0	0	None	360	1000	18	1	<$>63946</>	100	92	0	240	3561	btl_bellemrelic	0	0	OUTSIDE	2200	200
22122	btl_gig01-btl_bellemrelic2	0	0	0	None	360	1000	18	1	<$>63947</>	100	92	0	295	3108	btl_bellemrelic	0	0	OUTSIDE	2200	200
22123	btl_gig01-btl_bellemrelic3	0	0	0	None	360	1000	18	1	<$>63948</>	100	92	0	304	2637	btl_bellemrelic	0	0	OUTSIDE	2200	200
22124	btl_gig01-btl_bellemrelic4	0	0	0	None	360	1000	18	1	<$>63949</>	100	92	0	298	2140	btl_bellemrelic	0	0	OUTSIDE	2200	200
22125	btl_gig01-btl_bellemrelic5	0	0	0	None	360	1000	18	1	<$>63950</>	100	92	0	348	1658	btl_bellemrelic	0	0	OUTSIDE	2200	200
22126	btl_gig01-btl_bellemrelic6	0	0	0	None	360	1000	18	1	<$>63951</>	100	92	0	3658	588	btl_bellemrelic	0	0	OUTSIDE	2200	200
22127	btl_gig01-btl_bellemrelic7	0	0	0	None	360	1000	18	1	<$>63952</>	100	92	0	3069	586	btl_bellemrelic	0	0	OUTSIDE	2200	200
22128	btl_gig01-btl_bellemrelic8	0	0	0	None	360	1000	18	1	<$>63953</>	100	92	0	2563	620	btl_bellemrelic	0	0	OUTSIDE	2200	200
22129	btl_gig01-btl_bellemrelic9	0	0	0	None	360	1000	18	1	<$>63954</>	100	92	0	2017	667	btl_bellemrelic	0	0	OUTSIDE	2200	200
22130	btl_gig01-btl_bellemrelic10	0	0	0	None	360	1000	18	1	<$>63955</>	100	92	0	1518	669	btl_bellemrelic	0	0	OUTSIDE	2200	200
22131	btl_gig01-btl_bellemrelic11	0	0	0	None	360	1000	18	1	<$>63956</>	100	92	0	4881	1741	btl_bellemrelic	0	0	OUTSIDE	2200	200
22132	btl_gig01-btl_bellemrelic12	0	0	0	None	360	1000	18	1	<$>63957</>	100	92	0	4859	2194	btl_bellemrelic	0	0	OUTSIDE	2200	200
22133	btl_gig01-btl_bellemrelic13	0	0	0	None	360	1000	18	1	<$>63958</>	100	92	0	4886	2712	btl_bellemrelic	0	0	OUTSIDE	2200	200
22134	btl_gig01-btl_bellemrelic14	0	0	0	None	360	1000	18	1	<$>63959</>	100	92	0	4898	3126	btl_bellemrelic	0	0	OUTSIDE	2200	200
22135	btl_gig01-btl_bellemrelic15	0	0	0	None	360	1000	18	1	<$>63960</>	100	92	0	4905	3559	btl_bellemrelic	0	0	OUTSIDE	2200	200
22136	btl_gig01-btl_bellemrelic16	0	0	0	None	360	1000	18	1	<$>63961</>	100	92	0	3781	4377	btl_bellemrelic	0	0	OUTSIDE	2200	200
22137	btl_gig01-btl_bellemrelic17	0	0	0	None	360	1000	18	1	<$>63962</>	100	92	0	3263	4408	btl_bellemrelic	0	0	OUTSIDE	2200	200
22138	btl_gig01-btl_bellemrelic18	0	0	0	None	360	1000	18	1	<$>63963</>	100	92	0	2593	4360	btl_bellemrelic	0	0	OUTSIDE	2200	200
22139	btl_gig01-btl_bellemrelic19	0	0	0	None	360	1000	18	1	<$>63964</>	100	92	0	1941	4308	btl_bellemrelic	0	0	OUTSIDE	2200	200
22140	btl_gig01-btl_bellemrelic20	0	0	0	None	360	1000	18	1	<$>63965</>	100	92	0	1366	4277	btl_bellemrelic	0	0	OUTSIDE	2200	200
22141	btl_bellemrelic-btl_gig01	0	0	0	None	360	1000	18	1	<$>47530</>	100	92	-2944	5291	-94903	btl_gig01	0	0	OUTSIDE	2200	200
22142	fld_gig-btl_gig01_2	0	0	0	None	100	1000	18	1	<$>63966</>	100	92	-5095	-3682	-101418	btl_gig01_2	0	0	OUTSIDE	2200	200
22143	btl_gig01_2-btl_gig01_2_first	0	0	0	None	10	1000	18	1	<$>63943</>	100	92	142	72341	-69299	btl_gig01_2	0	0	OUTSIDE	2200	200
22144	btl_gig01_2-btl_gig01_2_second	0	0	0	None	10	1000	18	1	<$>63944</>	100	92	-263	58490	15972	btl_gig01_2	0	0	OUTSIDE	2200	200
22145	btl_gig01_2-btl_gig01_2_final	0	0	0	None	10	1000	18	1	<$>63945</>	100	92	-1820	-64500	42203	btl_gig01_2	0	0	OUTSIDE	2200	200
22146	btl_gig01_2-fld_gig	-5121	-3591	-102126	btl_gig01_2	0	1000	18	1	<$>63941</>	100	92	22	-25353	6838	fld_gig	0	0	OUTSIDE	2200	200
22147	btl_gig01-btl_bellemrelic_2_1	0	0	0	None	360	1000	18	1	<$>63946</>	100	92	0	240	3561	btl_bellemrelic_2	0	0	OUTSIDE	2200	200
22148	btl_gig01-btl_bellemrelic_2_2	0	0	0	None	360	1000	18	1	<$>63947</>	100	92	0	295	3108	btl_bellemrelic_2	0	0	OUTSIDE	2200	200
22149	btl_gig01-btl_bellemrelic_2_3	0	0	0	None	360	1000	18	1	<$>63948</>	100	92	0	304	2637	btl_bellemrelic_2	0	0	OUTSIDE	2200	200
22150	btl_gig01-btl_bellemrelic_2_4	0	0	0	None	360	1000	18	1	<$>63949</>	100	92	0	298	2140	btl_bellemrelic_2	0	0	OUTSIDE	2200	200
22151	btl_gig01-btl_bellemrelic_2_5	0	0	0	None	360	1000	18	1	<$>63950</>	100	92	0	348	1658	btl_bellemrelic_2	0	0	OUTSIDE	2200	200
22152	btl_gig01-btl_bellemrelic_2_6	0	0	0	None	360	1000	18	1	<$>63951</>	100	92	0	3658	588	btl_bellemrelic_2	0	0	OUTSIDE	2200	200
22153	btl_gig01-btl_bellemrelic_2_7	0	0	0	None	360	1000	18	1	<$>63952</>	100	92	0	3069	586	btl_bellemrelic_2	0	0	OUTSIDE	2200	200
22154	btl_gig01-btl_bellemrelic_2_8	0	0	0	None	360	1000	18	1	<$>63953</>	100	92	0	2563	620	btl_bellemrelic_2	0	0	OUTSIDE	2200	200
22155	btl_gig01-btl_bellemrelic_2_9	0	0	0	None	360	1000	18	1	<$>63954</>	100	92	0	2017	667	btl_bellemrelic_2	0	0	OUTSIDE	2200	200
22156	btl_gig01-btl_bellemrelic_2_10	0	0	0	None	360	1000	18	1	<$>63955</>	100	92	0	1518	669	btl_bellemrelic_2	0	0	OUTSIDE	2200	200
22157	btl_gig01-btl_bellemrelic_2_11	0	0	0	None	360	1000	18	1	<$>63956</>	100	92	0	4881	1741	btl_bellemrelic_2	0	0	OUTSIDE	2200	200
22158	btl_gig01-btl_bellemrelic_2_12	0	0	0	None	360	1000	18	1	<$>63957</>	100	92	0	4859	2194	btl_bellemrelic_2	0	0	OUTSIDE	2200	200
22159	btl_gig01-btl_bellemrelic_2_13	0	0	0	None	360	1000	18	1	<$>63958</>	100	92	0	4886	2712	btl_bellemrelic_2	0	0	OUTSIDE	2200	200
22160	btl_gig01-btl_bellemrelic_2_14	0	0	0	None	360	1000	18	1	<$>63959</>	100	92	0	4898	3126	btl_bellemrelic_2	0	0	OUTSIDE	2200	200
22161	btl_gig01-btl_bellemrelic_2_15	0	0	0	None	360	1000	18	1	<$>63960</>	100	92	0	4905	3559	btl_bellemrelic_2	0	0	OUTSIDE	2200	200
22162	btl_gig01-btl_bellemrelic_2_16	0	0	0	None	360	1000	18	1	<$>63961</>	100	92	0	3781	4377	btl_bellemrelic_2	0	0	OUTSIDE	2200	200
22163	btl_gig01-btl_bellemrelic_2_17	0	0	0	None	360	1000	18	1	<$>63962</>	100	92	0	3263	4408	btl_bellemrelic_2	0	0	OUTSIDE	2200	200
22164	btl_gig01-btl_bellemrelic_2_18	0	0	0	None	360	1000	18	1	<$>63963</>	100	92	0	2593	4360	btl_bellemrelic_2	0	0	OUTSIDE	2200	200
22165	btl_gig01-btl_bellemrelic_2_19	0	0	0	None	360	1000	18	1	<$>63964</>	100	92	0	1941	4308	btl_bellemrelic_2	0	0	OUTSIDE	2200	200
22166	btl_gig01-btl_bellemrelic_2_20	0	0	0	None	360	1000	18	1	<$>63965</>	100	92	0	1366	4277	btl_bellemrelic_2	0	0	OUTSIDE	2200	200
22167	btl_bellemrelic_2-btl_gig01	0	0	0	None	360	1000	18	1	<$>47530</>	100	92	-2944	5291	-94903	btl_gig01_2	0	0	OUTSIDE	2200	200
22168	btl_royalrumble-fld_gig	0	0	0	None	360	1000	18	1	<$>63967</>	100	92	1950	3775	-2620	fld_gig	0	0	OUTSIDE	2200	200
22170	fld_reb-btl_clover	0	0	0	None	360	1000	18	1	<$>63968</>	100	92	-109	-1592	-2708	btl_clover	0	0	OUTSIDE	2200	200
22171	fld_reb-btl_clover2	0	0	0	None	360	1000	18	1	<$>63969</>	100	92	-109	-1592	-2708	btl_clover2	0	0	OUTSIDE	2200	200
22172	btl_clover_fld_reb	0	0	0	None	360	1000	18	1	<$>63970</>	100	92	2012	-5907	12797	fld_reb	0	0	OUTSIDE	2200	200
22173	btl_clover2_fld_auch	0	0	0	None	360	1000	18	1	<$>63971</>	100	92	-44	-3688	-4524	fld_auch	0	0	OUTSIDE	2200	200
22174	fld_gig-btl_royalrumble	0	0	0	None	360	1000	18	1	<$>63972</>	100	92	339	4716	20	btl_royalrumble	0	0	OUTSIDE	2200	200
22175	fld_gig-btl_royalrumble2	0	0	0	None	360	1000	18	1	<$>63973</>	100	92	0	4548	-2148	btl_royalrumble	0	0	OUTSIDE	2200	200
22176	fld_gig-btl_royalrumble3	0	0	0	None	360	1000	18	1	<$>63974</>	100	92	0	4461	2424	btl_royalrumble	0	0	OUTSIDE	2200	200
22177	fld_gig-btl_royalrumble4	0	0	0	None	360	1000	18	1	<$>63975</>	100	92	0	-4417	2378	btl_royalrumble	0	0	OUTSIDE	2200	200
22178	fld_gig-btl_royalrumble5	0	0	0	None	360	1000	18	1	<$>63976</>	100	92	340	-4646	29	btl_royalrumble	0	0	OUTSIDE	2200	200
22179	fld_gig-btl_royalrumble6	0	0	0	None	360	1000	18	1	<$>63977</>	100	92	0	-4345	-2279	btl_royalrumble	0	0	OUTSIDE	2200	200
22180	fld_gig-btl_royalrumble7	0	0	0	None	360	1000	18	1	<$>63978</>	100	92	0	-1332	-1845	btl_royalrumble	0	0	OUTSIDE	2200	200
22181	fld_gig-btl_royalrumble8	0	0	0	None	360	1000	18	1	<$>63979</>	100	92	0	-2552	-638	btl_royalrumble	0	0	OUTSIDE	2200	200
22182	fld_gig-btl_royalrumble9	0	0	0	None	360	1000	18	1	<$>63980</>	100	92	0	-2172	1179	btl_royalrumble	0	0	OUTSIDE	2200	200
22183	fld_gig-btl_royalrumble10	0	0	0	None	360	1000	18	1	<$>63981</>	100	92	0	-1436	2167	btl_royalrumble	0	0	OUTSIDE	2200	200
22184	fld_gig-btl_royalrumble11	0	0	0	None	360	1000	18	1	<$>63982</>	100	92	0	1551	2126	btl_royalrumble	0	0	OUTSIDE	2200	200
22185	fld_gig-btl_royalrumble12	0	0	0	None	360	1000	18	1	<$>63983</>	100	92	0	2643	971	btl_royalrumble	0	0	OUTSIDE	2200	200
22186	fld_gig-btl_royalrumble13	0	0	0	None	360	1000	18	1	<$>63984</>	100	92	0	2543	-641	btl_royalrumble	0	0	OUTSIDE	2200	200
22187	fld_gig-btl_royalrumble14	0	0	0	None	360	1000	18	1	<$>63985</>	100	92	0	1645	-1731	btl_royalrumble	0	0	OUTSIDE	2200	200
22188	fld_gig-btl_royalrumble15	0	0	0	None	360	1000	18	1	<$>63986</>	100	92	196	-467	4	btl_royalrumble	0	0	OUTSIDE	2200	200
22189	fld_gig-btl_royalrumble16	0	0	0	None	360	1000	18	1	<$>63987</>	100	92	196	117	483	btl_royalrumble	0	0	OUTSIDE	2200	200
22190	fld_gig-btl_royalrumble17	0	0	0	None	360	1000	18	1	<$>63988</>	100	92	196	691	38	btl_royalrumble	0	0	OUTSIDE	2200	200
22191	fld_gig-btl_royalrumble18	0	0	0	None	360	1000	18	1	<$>63989</>	100	92	196	31	-547	btl_royalrumble	0	0	OUTSIDE	2200	200
8001	master_reb-_reb_basic	0	0	0	None	260	1000	90	90	<$>48536</>	90	260	266	6276	2482	reb_basic	0	0	None	2200	200
8002	reb_req_reb_basic	0	0	0	None	327	1000	90	90	<$>48006</>	90	327	40	7633	9365	reb_basic	0	0	None	2200	200
8003	master_coim-coim_basic	0	0	0	None	82	1000	90	90	<$>48537</>	90	82	-1091	116	20107	coim_basic	0	0	None	2200	200
8004	coim_req_coim_basic	0	0	0	None	44	1000	90	90	<$>47327</>	90	44	-694	-4317	12466	coim_basic	0	0	None	2200	200
8005	office_coim_coim_basic	0	0	0	None	44	1000	90	90	<$>47500</>	90	44	-20	-4196	8627	coim_basic	0	0	None	2200	200
8006	master_auch_auch_basic	0	0	0	None	90	1000	90	90	<$>48538</>	90	90	1379	-9045	5991	auch_basic	0	0	None	2200	200
8007	office_auch_auch_basic	0	0	0	None	233	1000	90	90	<$>47503</>	90	233	2086	11021	1191	auch_basic	0	0	None	2200	200
9001	dun_ttr06-dun_ttr01	0	0	0	None	0	1000	25	-297	<$>63990</>	100	90	1000	18997	-18720	dun_ttr01	0	0	None	2200	200
9002	dun_ptv04-dun_ptv01	0	0	0	None	0	1000	25	-297	<$>63991</>	100	190	100	-34278	2141	dun_ptv01	0	0	None	2200	200
9003	dun_tor04-dun_tor01	0	0	0	None	0	1000	25	-297	<$>63992</>	100	190	0	20981	-3132	dun_tor01	0	0	None	2200	200
9004	dun_jaq06-dun_jaq01	0	0	0	None	0	1000	25	-297	<$>63993</>	100	190	0	41975	-38485	dun_jaq01	0	0	None	2200	200
9005	dun_ttr06-dun_ttr01(npc)	429	-23653	-16	dun_ttr06	90	1000	25	-297	<$>125710</>	150	90	1000	19008	-17758	dun_ttr01	50	0	NPC	2200	200
9007	dun_ptv04-dun_ptv01(npc)	-400	-16573	19517	dun_ptv04	180	1000	25	-297	<$>125711</>	200	190	100	-34312	1917	dun_ptv01	0	0	NPC	2200	200
9009	dun_tor04-dun_tor01(npc)	0	-28417	7221	dun_tor04	90	1000	25	-297	<$>125713</>	200	190	0	21083	-2796	dun_tor01	45	10	NPC	2200	200
9010	dun_tor01-dun_tor04	0	21001	-3608	dun_tor01	359	1000	25	-297	<$>63994</>	200	0	-7	-27635	7181	dun_tor04	0	0	NPC	2200	200
9011	dun_jaq06-dun_jaq01(npc)	-56	14182	-21208	dun_jaq06	90	1000	25	-297	<$>125712</>	200	190	0	41936	-38336	dun_jaq01	0	0	NPC	2200	200
9012	dun_ust04-dun_ust01	0	0	0	None	0	1000	25	-297	<$>63995</>	100	190	-604	-15789	8023	dun_ust01	0	0	None	2200	200
9013	dun_ust04-dun_ust01(npc)	0	0	0	None	0	1000	25	-297	<$>125734</>	100	190	-621	-16151	7924	dun_ust01	0	0	None	2200	200
9014	dun_ust05-dun_ust04(npc1)	0	0	0	None	0	1000	25	-297	<$>125740</>	100	190	-639	8235	3211	dun_ust04	0	0	None	2200	200
9015	dun_ust05-dun_ust04(npc2)	0	0	0	None	0	1000	25	-297	<$>125740</>	100	190	-651	2461	3040	dun_ust04	0	0	None	2200	200
9016	dun_ust05-dun_ust04(npc3)	0	0	0	None	0	1000	25	-297	<$>125740</>	100	190	-645	3261	10167	dun_ust04	0	0	None	2200	200
9017	dun_ust05-dun_ust04(npc4)	0	0	0	None	0	1000	25	-297	<$>125740</>	100	190	-650	8869	9450	dun_ust04	0	0	None	2200	200
9018	dun_ust04_2-btl_ust03	0	0	0	None	0	1000	25	-297	<$>63997</>	100	190	-55	-22297	20898	btl_ust03	0	0	None	2200	200
9019	dun_ust04_2-btl_ust03(npc)	0	0	0	None	0	1000	25	-297	<$>63998</>	100	190	-54	-22762	21502	btl_ust03	0	0	None	2200	200
9020	dun_ust04_nonk-dun_ust01	0	0	0	None	0	1000	25	-297	<$>63995</>	100	190	-909	-24610	9567	dun_ust01	0	0	None	2200	200
9021	dun_bah04_nonpk-btl_bah01(mon)	0	0	0	None	167	1000	25	-297	<$>54294</>	100	225	207	6925	-15714	bah_basic	0	0	NPC	2200	200
9031	dun_sed04-btl_sed01	0	0	0	None	0	1000	25	-297	<$>6284</>	100	190	1540	-18969	-17748	btl_sed01	0	0	NPC	2200	200
9101	dun_ttr01-dun_ttr06(1)	0	0	0	None	0	1000	25	-297	<$>63999</>	100	90	429	-23165	-38	dun_ttr06	0	0	None	2200	200
9102	dun_ttr01-dun_ttr06(2)	0	0	0	None	0	1000	25	-297	<$>64000</>	100	190	0	-10300	9	dun_ttr06	0	0	None	2200	200
9103	dun_ttr01-dun_ttr06(3)	0	0	0	None	0	1000	25	-297	<$>64001</>	100	190	0	-5297	-15645	dun_ttr06	0	0	None	2200	200
9104	dun_ttr01-dun_ttr06(4)	0	0	0	None	0	1000	25	-297	<$>64002</>	100	190	0	8654	-91	dun_ttr06	0	0	None	2200	200
9201	dun_ptv01-dun_ptv04(1)	0	0	0	None	0	1000	25	-297	<$>64003</>	100	190	-400	-16561	18847	dun_ptv04	0	0	None	2200	200
9202	dun_ptv01-dun_ptv04(2)	0	0	0	None	0	1000	25	-297	<$>64004</>	100	190	0	-13543	-8878	dun_ptv04	0	0	None	2200	200
9203	dun_ptv01-dun_ptv04(3)	0	0	0	None	0	1000	25	-297	<$>64005</>	100	190	0	13343	12297	dun_ptv04	0	0	None	2200	200
9204	dun_ptv01-dun_ptv04(4)	0	0	0	None	0	1000	25	-297	<$>64006</>	100	190	0	20413	28186	dun_ptv04	0	0	None	2200	200
9301	dun_tor01-dun_tor04(1)	0	0	0	None	0	1000	25	-297	<$>64007</>	100	190	0	-27517	7191	dun_tor04	0	0	None	2200	200
9302	dun_tor01-dun_tor04(2)	0	0	0	None	0	1000	25	-297	<$>64008</>	100	190	-400	-997	4696	dun_tor04	0	0	None	2200	200
9303	dun_tor01-dun_tor04(3)	0	0	0	None	0	1000	25	-297	<$>64009</>	100	190	0	10340	17109	dun_tor04	0	0	None	2200	200
9304	dun_tor01-dun_tor04(4)	0	0	0	None	0	1000	25	-297	<$>64010</>	100	190	-1000	31686	3287	dun_tor04	0	0	None	2200	200
9401	dun_jaq01-dun_jaq06(1)	0	0	0	None	0	1000	25	-297	<$>64011</>	100	190	-56	15129	-21241	dun_jaq06	0	0	None	2200	200
9402	dun_jaq01-dun_jaq06(2)	0	0	0	None	0	1000	25	-297	<$>64012</>	100	190	-156	47866	-21218	dun_jaq06	0	0	None	2200	200
9403	dun_jaq01-dun_jaq06(3)	0	0	0	None	0	1000	25	-297	<$>64013</>	100	190	-156	28042	16694	dun_jaq06	0	0	None	2200	200
9404	dun_jaq01-dun_jaq06(4)	0	0	0	None	0	1000	25	-297	<$>64014</>	100	190	-156	-40092	24960	dun_jaq06	0	0	None	2200	200
9501	dun_ust01-dun_ust04(1)	0	0	0	None	0	1000	25	-297	<$>64015</>	100	190	-1106	-18285	5589	dun_ust04	0	0	None	2200	200
9502	dun_ust01-dun_ust04(2)	0	0	0	None	0	1000	25	-297	<$>64016</>	100	190	-901	-6071	-661	dun_ust04	0	0	None	2200	200
