CancelOpt	CancelOptScript	ClassID	ClassName	DirectMissionSet	MailCheck	MailProperty	QuestCondition	QuestName	QuestType	QuitOpt	QuitOptScript	RandomItem1	RandomItem2	RandomItem3	RandomItem4	RandomItemRate1	RandomItemRate2	RandomItemRate3	RandomItemRate4	RandomItemValue1	RandomItemValue2	RandomItemValue3	RandomItemValue4	RewardType	SelectItem1	SelectItem2	SelectItem3	SelectItem4	SelectItem5	SelectItemValue1	SelectItemValue2	SelectItemValue3	SelectItemValue4	SelectItemValue5	StartItem	StartItemValue	StartJobType	StartLv	StartLvType	StartOpt	StartOptScript	StartProperty	StartPropertyValue
YES	None	429	Nquest_00429_set	None	YES	Nquest_00429	<$>52429</>	<$>52431</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	113	MaxLv	YES	None	None	0
YES	None	430	Nquest_00430_set	None	YES	Nquest_00430	<$>52429</>	<$>52432</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	113	MaxLv	YES	None	None	0
YES	None	431	Nquest_00431_set	None	YES	Nquest_00431	<$>52429</>	<$>52433</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	113	MaxLv	YES	None	None	0
YES	None	432	Nquest_00432_set	None	YES	Nquest_00432	<$>52429</>	<$>52434</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	113	MaxLv	YES	None	None	0
YES	None	433	Nquest_00433_set	None	YES	Nquest_00433	<$>52429</>	<$>52435</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	113	MaxLv	YES	None	None	0
YES	None	434	Nquest_00434_set	None	YES	Nquest_00434	<$>52437</>	<$>52436</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	100	MaxLv	YES	None	None	0
YES	None	435	Nquest_00435_set	None	YES	Nquest_00435	<$>52437</>	<$>52438</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	100	MaxLv	YES	None	None	0
YES	None	436	Nquest_00436_set	None	YES	Nquest_00436	<$>52437</>	<$>52439</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	100	MaxLv	YES	None	None	0
YES	None	437	Nquest_00437_set	None	YES	Nquest_00437	<$>52437</>	<$>52440</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	100	MaxLv	YES	None	None	0
YES	None	438	Nquest_00438_set	None	YES	Nquest_00438	<$>52437</>	<$>52441</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	100	MaxLv	YES	None	None	0
YES	None	439	Nquest_00439_set	None	YES	Nquest_00439	<$>52437</>	<$>52442</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	100	MaxLv	YES	None	None	0
YES	None	440	Nquest_00440_set	None	YES	Nquest_00440	<$>52437</>	<$>52443</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	100	MaxLv	YES	None	None	0
YES	None	441	Nquest_00441_set	None	YES	Nquest_00441	<$>52437</>	<$>52444</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	100	MaxLv	YES	None	None	0
YES	None	442	Nquest_00442_set	None	YES	Nquest_00442	<$>52437</>	<$>52445</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	100	MaxLv	YES	None	None	0
YES	None	443	Nquest_00443_set	None	YES	Nquest_00443	<$>52437</>	<$>52446</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	100	MaxLv	YES	None	None	0
YES	None	444	Nquest_00444_set	None	YES	Nquest_00444	<$>52437</>	<$>52447</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	100	MaxLv	YES	None	None	0
YES	None	445	Nquest_00445_set	None	YES	Nquest_00445	<$>52437</>	<$>52448</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	100	MaxLv	YES	None	None	0
YES	None	446	Nquest_00446_set	None	YES	Nquest_00446	<$>52437</>	<$>52449</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	100	MaxLv	YES	None	None	0
YES	None	447	Nquest_00447_set	None	YES	Nquest_00447	<$>52437</>	<$>52450</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	100	MaxLv	YES	None	None	0
YES	None	448	Nquest_00448_set	None	YES	Nquest_00448	<$>52437</>	<$>52451</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	100	MaxLv	YES	None	None	0
YES	None	449	Nquest_00449_set	None	YES	Nquest_00449	<$>52437</>	<$>52452</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	100	MaxLv	YES	None	None	0
YES	None	450	Nquest_00450_set	None	YES	Nquest_00450	<$>52437</>	<$>52453</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	100	MaxLv	YES	None	None	0
YES	None	451	Nquest_00451_set	None	YES	Nquest_00451	<$>52437</>	<$>52454</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	100	MaxLv	YES	None	None	0
YES	None	452	Nquest_00452_set	None	YES	Nquest_00452	<$>52437</>	<$>52455</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	100	MaxLv	YES	None	None	0
YES	None	453	Nquest_00453_set	None	YES	Nquest_00453	<$>52437</>	<$>52456</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	100	MaxLv	YES	None	None	0
YES	None	454	Nquest_00454_set	None	YES	Nquest_00454	<$>52437</>	<$>52457</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	100	MaxLv	YES	None	None	0
YES	None	455	Nquest_00455_set	None	YES	Nquest_00455	<$>52437</>	<$>52458</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	100	MaxLv	YES	None	None	0
YES	None	456	Nquest_00456_set	None	YES	Nquest_00456	<$>52460</>	<$>52459</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	110	MaxLv	YES	None	None	0
YES	None	457	Nquest_00457_set	None	YES	Nquest_00457	<$>52460</>	<$>176019</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	110	MaxLv	YES	None	None	0
YES	None	458	Nquest_00458_set	None	YES	Nquest_00458	<$>52460</>	<$>52462</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	110	MaxLv	YES	None	None	0
YES	None	459	Nquest_00459_set	None	YES	Nquest_00459	<$>52460</>	<$>52463</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	110	MaxLv	YES	None	None	0
YES	None	460	Nquest_00460_set	None	YES	Nquest_00460	<$>52460</>	<$>52464</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	110	MaxLv	YES	None	None	0
YES	None	461	Nquest_00461_set	None	YES	Nquest_00461	<$>52460</>	<$>52465</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	110	MaxLv	YES	None	None	0
YES	None	462	Nquest_00462_set	None	YES	Nquest_00462	<$>52460</>	<$>52466</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	110	MaxLv	YES	None	None	0
YES	None	463	Nquest_00463_set	None	YES	Nquest_00463	<$>52460</>	<$>52467</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	110	MaxLv	YES	None	None	0
YES	None	464	Nquest_00464_set	None	YES	Nquest_00464	<$>52460</>	<$>52468</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	110	MaxLv	YES	None	None	0
YES	None	465	Nquest_00465_set	None	YES	Nquest_00465	<$>52460</>	<$>52469</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	110	MaxLv	YES	None	None	0
YES	None	466	Nquest_00466_set	None	YES	Nquest_00466	<$>52460</>	<$>52470</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	110	MaxLv	YES	None	None	0
YES	None	467	Nquest_00467_set	None	YES	Nquest_00467	<$>52460</>	<$>52471</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	110	MaxLv	YES	None	None	0
YES	None	468	Nquest_00468_set	None	YES	Nquest_00468	<$>52460</>	<$>52472</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	110	MaxLv	YES	None	None	0
YES	None	469	Nquest_00469_set	None	YES	Nquest_00469	<$>52460</>	<$>49975</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	110	MaxLv	YES	None	None	0
YES	None	470	Nquest_00470_set	None	YES	Nquest_00470	<$>52460</>	<$>49976</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	110	MaxLv	YES	None	None	0
YES	None	471	Nquest_00471_set	None	YES	Nquest_00471	<$>118494</>	<$>118493</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	110	MaxLv	YES	None	None	0
YES	None	472	Nquest_00472_set	None	YES	Nquest_00472	<$>118494</>	<$>118495</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	110	MaxLv	YES	None	None	0
YES	None	473	Nquest_00473_set	None	YES	Nquest_00473	<$>118494</>	<$>118496</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	110	MaxLv	YES	None	None	0
YES	None	474	Nquest_00474_set	None	YES	Nquest_00474	<$>118494</>	<$>118497</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	110	MaxLv	YES	None	None	0
YES	None	10001	Elite_10001_set	None	YES	Elite_10001	<$>52474</>	<$>52473</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	6	MaxLv	YES	None	None	0
YES	None	10002	Elite_10002_set	None	YES	Elite_10002	<$>52476</>	<$>52475</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	7	MaxLv	YES	None	None	0
YES	None	10003	Elite_10003_set	None	YES	Elite_10003	<$>52478</>	<$>52477</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	8	MaxLv	YES	None	None	0
YES	None	10004	Elite_10004_set	None	YES	Elite_10004	<$>52478</>	<$>52479</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	8	MaxLv	YES	None	None	0
YES	None	10005	Elite_10005_set	None	YES	Elite_10005	<$>52481</>	<$>52480</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	9	MaxLv	YES	None	None	0
YES	None	10006	Elite_10006_set	None	YES	Elite_10006	<$>52483</>	<$>52482</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	11	MaxLv	YES	None	None	0
YES	None	10007	Elite_10007_set	None	YES	Elite_10007	<$>52485</>	<$>52484</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	12	MaxLv	YES	None	None	0
YES	None	10008	Elite_10008_set	None	YES	Elite_10008	<$>52487</>	<$>52486</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	13	MaxLv	YES	None	None	0
YES	None	10009	Elite_10009_set	None	YES	Elite_10009	<$>52489</>	<$>52488</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	14	MaxLv	YES	None	None	0
YES	None	10010	Elite_10010_set	None	YES	Elite_10010	<$>52489</>	<$>52490</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	14	MaxLv	YES	None	None	0
YES	None	10011	Elite_10011_set	None	YES	Elite_10011	<$>52492</>	<$>52491</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	15	MaxLv	YES	None	None	0
YES	None	10012	Elite_10012_set	None	YES	Elite_10012	<$>52494</>	<$>52493</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	16	MaxLv	YES	None	None	0
YES	None	10013	Elite_10013_set	None	YES	Elite_10013	<$>52494</>	<$>52495</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	16	MaxLv	YES	None	None	0
YES	None	10014	Elite_10014_set	None	YES	Elite_10014	<$>52494</>	<$>52496</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	16	MaxLv	YES	None	None	0
YES	None	20001	Elite_20001_set	None	YES	Elite_20001	<$>52498</>	<$>52497</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	17	MaxLv	YES	None	None	0
YES	None	20002	Elite_20002_set	None	YES	Elite_20002	<$>52500</>	<$>52499</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	18	MaxLv	YES	None	None	0
YES	None	20003	Elite_20003_set	None	YES	Elite_20003	<$>52244</>	<$>52501</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	22	MaxLv	YES	None	None	0
YES	None	20004	Elite_20004_set	None	YES	Elite_20004	<$>52503</>	<$>52502</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	24	MaxLv	YES	None	None	0
YES	None	20005	Elite_20005_set	None	YES	Elite_20005	<$>52505</>	<$>52504</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	25	MaxLv	YES	None	None	0
YES	None	20006	Elite_20006_set	None	YES	Elite_20006	<$>52505</>	<$>52506</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	25	MaxLv	YES	None	None	0
YES	None	20007	Elite_20007_set	None	YES	Elite_20007	<$>52508</>	<$>52507</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	27	MaxLv	YES	None	None	0
YES	None	20008	Elite_20008_set	None	YES	Elite_20008	<$>52510</>	<$>52509</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	28	MaxLv	YES	None	None	0
YES	None	20009	Elite_20009_set	None	YES	Elite_20009	<$>52512</>	<$>52511</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	29	MaxLv	YES	None	None	0
YES	None	20010	Elite_20010_set	None	YES	Elite_20010	<$>52400</>	<$>52513</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	30	MaxLv	YES	None	None	0
YES	None	20011	Elite_20011_set	None	YES	Elite_20011	<$>52400</>	<$>52514</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	30	MaxLv	YES	None	None	0
YES	None	20012	Elite_20012_set	None	YES	Elite_20012	<$>52400</>	<$>52515</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	30	MaxLv	YES	None	None	0
YES	None	20013	Elite_20013_set	None	YES	Elite_20013	<$>52517</>	<$>52516</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	33	MaxLv	YES	None	None	0
YES	None	20014	Elite_20014_set	None	YES	Elite_20014	<$>52517</>	<$>52518</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	33	MaxLv	YES	None	None	0
YES	None	20015	Elite_20015_set	None	YES	Elite_20015	<$>52517</>	<$>52519</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	33	MaxLv	YES	None	None	0
YES	None	20016	Elite_20016_set	None	YES	Elite_20016	<$>52521</>	<$>52520</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	34	MaxLv	YES	None	None	0
YES	None	20017	Elite_20017_set	None	YES	Elite_20017	<$>52521</>	<$>52522</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	34	MaxLv	YES	None	None	0
YES	None	20018	Elite_20018_set	None	YES	Elite_20018	<$>52524</>	<$>52523</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	35	MaxLv	YES	None	None	0
YES	None	20019	Elite_20019_set	None	YES	Elite_20019	<$>52526</>	<$>52525</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	36	MaxLv	YES	None	None	0
YES	None	20020	Elite_20020_set	None	YES	Elite_20020	<$>52526</>	<$>52527</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	36	MaxLv	YES	None	None	0
YES	None	20021	Elite_20021_set	None	YES	Elite_20021	<$>52529</>	<$>52528</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	37	MaxLv	YES	None	None	0
YES	None	20022	Elite_20022_set	None	YES	Elite_20022	<$>52531</>	<$>52530</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	38	MaxLv	YES	None	None	0
YES	None	20023	Elite_20023_set	None	YES	Elite_20023	<$>52533</>	<$>52532</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	39	MaxLv	YES	None	None	0
YES	None	20024	Elite_20024_set	None	YES	Elite_20024	<$>52533</>	<$>52534</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	39	MaxLv	YES	None	None	0
YES	None	20025	Elite_20025_set	None	YES	Elite_20025	<$>52405</>	<$>52535</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	40	MaxLv	YES	None	None	0
YES	None	20026	Elite_20026_set	None	YES	Elite_20026	<$>52537</>	<$>52536</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	41	MaxLv	YES	None	None	0
YES	None	20027	Elite_20027_set	None	YES	Elite_20027	<$>52537</>	<$>52538</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	41	MaxLv	YES	None	None	0
YES	None	20028	Elite_20028_set	None	YES	Elite_20028	<$>52540</>	<$>52539</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	42	MaxLv	YES	None	None	0
YES	None	20029	Elite_20029_set	None	YES	Elite_20029	<$>52542</>	<$>52541</>	Normal	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	43	MaxLv	YES	None	None	0
YES	None	30001	Mission_30001_set	None	YES	Mission_30001	<$>52544</>	<$>52543</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	121	MaxLv	YES	None	None	0
YES	None	30002	Mission_30002_set	None	YES	Mission_30002	<$>52546</>	<$>52545</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	122	MaxLv	YES	None	None	0
YES	None	1001001	Add_1001001_set	None	YES	Add_1001001	<$>52548</>	<$>52547</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	104	MaxLv	YES	None	None	0
YES	None	1002001	Add_1002001_set	None	YES	Add_1002001	<$>52550</>	<$>52549</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	108	MaxLv	YES	None	None	0
YES	None	1003001	Add_1003001_set	None	YES	Add_1003001	<$>52552</>	<$>52551</>	Repetition	NO	None	None	None	None	None	25	25	25	25	0	0	0	0	Normal	None	None	None	None	None	0	0	0	0	0	None	1	None	112	MaxLv	YES	None	None	0
