ActionCamDist	ActionCamFreq	AtkLayer	Buff	BuffAlarmOnBoth	BuffAlarmOnEnemy	BuffAlarmOnMCC	BuffAlarmOnMe	BuffFreq	BuffID	BuffType	CastDist	CastSkill	CastTime	ChargeAddR	ChargeGauge	ChargeType	ChaseTime	CheckBuff	CheckBuffLevel	ClassID	ClassName	ClassType	ComboSkill	CoolDown	CurStackSkillCount	DamageType	Desc	DmgTarget	DownTime	Drain	EngName	FileName	FlyingTime	HandType	HateAmnt	HitDist	HitTime	Hits	HoldTarget	HoldTime	IgnoreCastHIT	IgnoreDEF	InitCastTime	KBDist	KBTime	KDRank	KDownHAngle	KDownPower	KDownType	KDownVAngle	MaxPlacement	MaxR	MaxStackSkillCount	MinR	MoveDist	Name	OnAll	OnCorpse	OnEnemy	OnEqpShld	OnOthers	OnParty	OnSquad	OnSummon	OnTeam	OnTrigger	PerentSkillID	Placement	PvPFix	RefreshTime	RemBuff1	RemBuff2	RemBuff3	RemBuff4	RemBuff5	Script	SkillEndScript	SklATK	SklEXP	SklLv	SklLv_BM	SklMedium	SklMetal	SklRank	SklSoft	SpecDesc0	SpecDesc1	SpecDesc10	SpecDesc11	SpecDesc12	SpecDesc13	SpecDesc14	SpecDesc15	SpecDesc2	SpecDesc3	SpecDesc4	SpecDesc5	SpecDesc6	SpecDesc7	SpecDesc8	SpecDesc9	SpecialType	SpendCatal	SpendHP	SpendItemCount	SpendItemID	SpendSP	SplDam	SplLimit	SplType	SplashAngle	SplashRange	StackSkillChargeTime	StackSkillType	Target	TargetDesc	Uni	UseCheck	UseType	ValueType	ViewAllyCast	ViewEnemyCastName	WaveLength	XPType	kdDist
1200	0	2	CriticalWound	None	None	None	None	100	19	FORCE	0	TRUE	3000	0	10000	TOGGLE	0	None	0	21464	SableVolarRare	MELEE	None	8000	0	None	<$>160784</>	HP	2200	None	Sable Volar	rse1_sablevolar	0	DH	0	0	300	1	BOTH	866	YES	140	3000	0	300	30	0	132	leftspin	35	0	1200	0	0	0	<$>160783</>	NO	NO	YES	FALSE	NO	NO	NO	NO	NO	NO	0	None	1.2	203	none	none	none	none	none	SCR_SKILL_ATTACK	SCR_SKILL_REMOVEBUFF	11.5	0	1	0	100	100	4	100	<$>185188</>	<$>180386</>	<$>180386</>	<$>180386</>	<$>180386</>	<$>180386</>	<$>180386</>	<$>180386</>	<$>180386</>	<$>180386</>	<$>180386</>	<$>180386</>	<$>180386</>	<$>180386</>	<$>180386</>	<$>180386</>	ChargeDam	0	0	0	0	100	1	3	Circle	0	200	0	None	Enemy	<$>160776</>	TRUE	FALSE	SPLASH_MISSILE	Attack	0	1	0	20004	650
1200	0	2	None	None	None	None	None	0	0	Normal	0	FALSE	0	0	0	None	0	None	0	21465	CorrienteEstelarRare	MELEE	None	14000	0	None	<$>160780</>	HP	1100	None	Corriente Estelar	rse1_corrienteestelar	3098	DH	0	0	300	12	BOTH	4400	YES	150	0	0	300	30	0	255	leftspin	85	0	200	0	0	626	<$>160779</>	NO	NO	YES	FALSE	NO	NO	NO	NO	NO	NO	0	None	1.2	203	none	none	none	none	none	SCR_SKILL_ATTACK	SCR_SKILL_REMOVEBUFF	43.5	0	1	0	100	100	5	100	<$>185189</>	<$>178011</>	<$>178011</>	<$>178011</>	<$>178011</>	<$>178011</>	<$>178011</>	<$>178011</>	<$>178011</>	<$>178011</>	<$>178011</>	<$>178011</>	<$>178011</>	<$>178011</>	<$>178011</>	<$>178011</>	Ignoreparry	0	0	0	0	500	0	0	None	0	0	0	None	Enemy	<$>58727</>	TRUE	FALSE	MELEE	Attack	0	1	0	20005	450
1200	0	1	Minelauva	None	None	None	None	0	726	FORCE	0	TRUE	1017	0	0	None	0	None	0	21544	Minelauva	BUFF	None	50000	0	None	<$>204400</>	HP	0	None	Minelauva	sbu_minelauva	0	RH	0	0	0	0	SELF	2000	YES	0	1017	0	0	0	0	0	normal	0	0	100	0	0	0	<$>173113</>	NO	NO	NO	FALSE	NO	NO	NO	NO	YES	NO	0	None	1.2	230	none	none	none	none	none	SCR_SKILL_BUFF	SCR_SKILL_END_LIB	0	0	1	0	100	100	1	100	<$>185234</>	<$>204401</>	<$>204410</>	<$>204411</>	<$>204412</>	<$>204413</>	<$>204414</>	<$>204415</>	<$>204402</>	<$>204403</>	<$>204404</>	<$>204405</>	<$>204406</>	<$>204407</>	<$>204408</>	<$>204409</>	none	0	0	0	0	650	0	0	None	0	0	0	None	None	<$>58026</>	TRUE	FALSE	SELF	Buff	0	1	0	20001	0
1200	0	1	Piratecode1	None	None	None	None	100	1078	FORCE	21	FALSE	500	0	0	None	0	None	0	24302	Piratecode	BUFF	None	20000	0	None	<$>213684</>	HP	0	None	Piratecode	crs_piratecode	0	DH	0	0	0	0	SELF	1667	YES	0	500	0	0	0	0	0	normal	0	0	100	0	0	-21	<$>213683</>	NO	NO	NO	FALSE	NO	NO	NO	NO	YES	NO	0	None	1.2	50	none	none	none	none	none	SCR_SKILL_BUFF	SCR_SKILL_END_LIB	0	0	1	0	100	100	2	100	<$>213685</>	<$>213686</>	<$>213695</>	<$>213696</>	<$>213697</>	<$>213698</>	<$>213699</>	<$>213700</>	<$>213687</>	<$>213688</>	<$>213689</>	<$>213690</>	<$>213691</>	<$>213692</>	<$>213693</>	<$>213694</>	none	0	0	0	0	50	0	0	None	0	0	0	None	None	<$>58026</>	TRUE	FALSE	SELF	Buff	0	1	0	20002	0
1200	0	1	Navycode1	None	None	None	None	100	1081	FORCE	0	FALSE	0	0	0	None	0	None	0	24402	Navycode	BUFF	None	20000	0	None	<$>213684</>	HP	0	None	Navycode	car_navycode	0	DH	0	0	0	0	SELF	1000	YES	0	0	0	0	0	0	0	normal	0	0	100	0	0	0	<$>213717</>	NO	NO	NO	FALSE	NO	NO	NO	NO	YES	NO	0	None	1.2	50	none	none	none	none	none	SCR_SKILL_BUFF	SCR_SKILL_END_LIB	0	0	1	0	100	100	2	100	<$>213718</>	<$>213719</>	<$>213728</>	<$>213729</>	<$>213730</>	<$>213731</>	<$>213732</>	<$>213733</>	<$>213720</>	<$>213721</>	<$>213722</>	<$>213723</>	<$>213724</>	<$>213725</>	<$>213726</>	<$>213727</>	none	0	0	0	0	50	0	0	None	0	0	0	None	None	<$>58026</>	TRUE	FALSE	SELF	Buff	0	1	0	20002	0
1200	0	2	EscapeArtist	None	None	Deepsleep Improvedisease Bloodcurse Gloomypresent Wholecancellation	None	100	431	FORCE	0	TRUE	1133	0	0	None	0	None	0	30165	EscapeArtist	BUFF	None	2000	0	None	<$>97409</>	HP	0	None	Escape Artist	eta_escapeartist	0	RH	0	0	0	0	SELF	1130	YES	0	1133	0	0	0	0	0	normal	0	0	100	0	0	0	<$>25320</>	NO	NO	YES	FALSE	NO	NO	YES	NO	YES	YES	0	None	1.2	226	Deepsleep	Improvedisease	Bloodcurse	Gloomypresent	Wholecancellation	SCR_SKILL_ESCAPE	SCR_SKILL_END_LIB	0	0	1	0	100	100	5	100	<$>185169</>	<$>89854</>	<$>89863</>	<$>89864</>	<$>89865</>	<$>89866</>	<$>89867</>	<$>89868</>	<$>89855</>	<$>89856</>	<$>89857</>	<$>89858</>	<$>89859</>	<$>89860</>	<$>89861</>	<$>89862</>	none	0	0	0	0	300	1	99	Circle	0	1500	0	None	None	<$>190761</>	FALSE	FALSE	AREA	Buff	0	1	0	20005	0
1200	0	2	EscapeArtist	None	None	Deepsleep Improvedisease Bloodcurse Gloomypresent Wholecancellation	None	0	431	FORCE	0	TRUE	0	0	0	None	0	None	0	30170	EscapeArtist3	BUFF	None	2000	0	None	<$>97409</>	HP	0	None	Escape Artist	eta3_escapeartist	0	RH	0	0	0	0	SELF	1100	YES	0	0	0	0	0	0	0	normal	0	0	100	0	0	0	<$>25320</>	NO	NO	YES	FALSE	NO	NO	YES	NO	YES	YES	0	None	1.2	226	Deepsleep	Improvedisease	Bloodcurse	Gloomypresent	Wholecancellation	SCR_SKILL_ESCAPE	SCR_SKILL_END_LIB	0	0	1	0	100	100	5	100	<$>185169</>	<$>89854</>	<$>89863</>	<$>89864</>	<$>89865</>	<$>89866</>	<$>89867</>	<$>89868</>	<$>89855</>	<$>89856</>	<$>89857</>	<$>89858</>	<$>89859</>	<$>89860</>	<$>89861</>	<$>89862</>	none	0	0	0	0	300	1	99	Circle	0	1500	0	None	None	<$>190761</>	FALSE	FALSE	AREA	Buff	0	1	0	20005	0
1200	0	2	Restore	None	None	None	None	0	388	FORCE	0	TRUE	2733	0	0	None	0	None	0	30171	Restore	BUFF	None	20000	0	None	<$>113103</>	HP	0	None	Restore	ino_restore	0	RH	0	0	0	0	SELF	7230	YES	0	2733	0	0	0	0	0	normal	0	0	1000	0	1	0	<$>62442</>	NO	NO	NO	FALSE	NO	NO	YES	NO	YES	NO	0	None	1.2	996	none	none	none	none	none	SCR_SKILL_BUFF	SCR_SKILL_END_LIB	0	0	1	0	100	100	1	100	<$>185325</>	<$>62446</>	<$>62455</>	<$>62456</>	<$>62457</>	<$>62458</>	<$>62459</>	<$>62460</>	<$>62447</>	<$>62448</>	<$>62449</>	<$>62450</>	<$>62451</>	<$>62452</>	<$>62453</>	<$>62454</>	none	0	0	0	0	750	0	0	None	0	0	0	None	Party	<$>62444</>	TRUE	FALSE	MELEE	Buff	0	1	0	20001	0
1200	0	2	EscapeArtist	None	None	Deepsleep Improvedisease Bloodcurse Gloomypresent Wholecancellation	None	100	431	FORCE	0	FALSE	0	0	0	None	0	None	0	30195	EscapeArtist2	BUFF	None	2000	0	None	<$>97409</>	HP	0	None	Escape Artist	eta2_escapeartist	0	RH	0	0	0	0	SELF	1530	YES	0	0	0	0	0	0	0	normal	0	0	100	0	0	0	<$>25320</>	NO	NO	YES	FALSE	NO	NO	YES	NO	YES	YES	0	None	1.2	153	Deepsleep	Improvedisease	Bloodcurse	Gloomypresent	Wholecancellation	SCR_SKILL_ESCAPE	SCR_SKILL_END_LIB	0	0	1	0	100	100	5	100	<$>185169</>	<$>89854</>	<$>89863</>	<$>89864</>	<$>89865</>	<$>89866</>	<$>89867</>	<$>89868</>	<$>89855</>	<$>89856</>	<$>89857</>	<$>89858</>	<$>89859</>	<$>89860</>	<$>89861</>	<$>89862</>	none	0	0	0	0	300	1	99	Circle	0	1500	0	None	None	<$>190761</>	TRUE	FALSE	AREA	Buff	0	1	0	20005	0
1200	0	2	EscapeArtist	None	None	Deepsleep Improvedisease Bloodcurse Gloomypresent Wholecancellation	None	100	431	FORCE	0	FALSE	0	0	0	None	0	None	0	30205	EscapeArtist4	BUFF	None	2000	0	None	<$>97409</>	HP	0	None	Escape Artist	eta4_escapeartist	0	RH	0	0	0	0	SELF	2133	YES	0	0	0	0	0	0	0	normal	0	0	100	0	0	0	<$>25320</>	NO	NO	YES	FALSE	NO	NO	YES	NO	YES	YES	0	None	1.2	700	Deepsleep	Improvedisease	Bloodcurse	Gloomypresent	Wholecancellation	SCR_SKILL_ESCAPE	SCR_SKILL_END_LIB	0	0	1	0	100	100	5	100	<$>185169</>	<$>89854</>	<$>89863</>	<$>89864</>	<$>89865</>	<$>89866</>	<$>89867</>	<$>89868</>	<$>89855</>	<$>89856</>	<$>89857</>	<$>89858</>	<$>89859</>	<$>89860</>	<$>89861</>	<$>89862</>	none	0	0	0	0	300	1	99	Circle	0	1500	0	None	None	<$>190761</>	TRUE	FALSE	AREA	Buff	0	1	0	20005	0
1200	0	2	EscapeArtist	None	None	Deepsleep Improvedisease Bloodcurse Gloomypresent Wholecancellation	None	100	431	FORCE	0	FALSE	0	0	0	None	0	None	0	30265	EscapeArtist5	BUFF	None	2000	0	None	<$>97409</>	HP	0	None	Escape Artist	eta5_escapeartist	0	RH	0	0	0	0	SELF	3060	YES	0	0	0	0	0	0	0	normal	0	0	100	0	0	0	<$>25320</>	NO	NO	YES	FALSE	NO	NO	YES	NO	YES	YES	0	None	1.2	700	Deepsleep	Improvedisease	Bloodcurse	Gloomypresent	Wholecancellation	SCR_SKILL_ESCAPE	SCR_SKILL_END_LIB	0	0	1	0	100	100	5	100	<$>185169</>	<$>89854</>	<$>89863</>	<$>89864</>	<$>89865</>	<$>89866</>	<$>89867</>	<$>89868</>	<$>89855</>	<$>89856</>	<$>89857</>	<$>89858</>	<$>89859</>	<$>89860</>	<$>89861</>	<$>89862</>	none	0	0	0	0	300	1	99	Circle	0	1500	0	None	None	<$>190761</>	TRUE	FALSE	AREA	Buff	0	1	0	20005	0
1200	0	1	None	None	None	None	None	0	0	Normal	0	FALSE	0	0	0	None	0	None	0	30355	CounterBullet	SHOOT	None	25000	0	None	<$>97901</>	HP	1000	None	Counter Bullet	crp_counterbullet	788	RH	275	0	3400	1	BOTH	2600	YES	100	0	300	1900	80	0	87	headhit	45	0	300	0	0	60	<$>62612</>	NO	NO	YES	FALSE	NO	NO	NO	NO	NO	NO	0	None	1.2	215	none	none	none	none	none	SCR_SKILL_ATTACK	SCR_SKILL_REMOVEBUFF	29.5	0	1	0	100	100	5	100	<$>185366</>	<$>177756</>	<$>177756</>	<$>177756</>	<$>177756</>	<$>177756</>	<$>177756</>	<$>177756</>	<$>177756</>	<$>177756</>	<$>177756</>	<$>177756</>	<$>177756</>	<$>177756</>	<$>177756</>	<$>177756</>	ShieldBreak	0	0	0	0	550	0	0	None	0	0	0	None	Enemy	<$>58727</>	TRUE	FALSE	MELEE	Attack	0	0	0	20005	300
1200	0	2	None	None	None	None	None	0	0	Normal	-3	TRUE	800	0	0	None	0	None	0	30351	SetShooter	SHOOT	None	8000	0	None	<$>62603</>	HP	1000	None	Set Shoot	crp_setshoot	788	RH	138	0	30	1	BOTH	650	YES	30	800	0	2070	30	0	87	headhit	45	0	1700	0	180	3	<$>62602</>	NO	NO	YES	FALSE	NO	NO	NO	NO	NO	NO	0	None	1.2	65	none	none	none	none	none	SCR_SKILL_ATTACK	SCR_SKILL_REMOVEBUFF	10.5	0	1	0	100	100	1	100	<$>185363</>	<$>58788</>	<$>58788</>	<$>58788</>	<$>58788</>	<$>58788</>	<$>58788</>	<$>58788</>	<$>58788</>	<$>58788</>	<$>58788</>	<$>58788</>	<$>58788</>	<$>58788</>	<$>58788</>	<$>58788</>	none	0	0	0	0	350	0	0	None	0	0	0	None	Enemy	<$>60507</>	TRUE	FALSE	MELEE	Attack	0	0	0	20001	300
1200	0	2	None	None	None	None	None	0	0	Normal	0	FALSE	0	0	0	None	0	None	0	30352	ReverseRolling	SHOOT	None	10000	0	None	<$>62606</>	HP	1500	None	Reverse Rolling	crp_reverserolling	566	RH	138	0	770	0	BOTH	1600	YES	40	0	0	2660	30	0	120	headhit	45	0	1200	0	180	-780	<$>62605</>	NO	NO	YES	FALSE	NO	NO	NO	NO	NO	NO	0	None	1.2	132	none	none	none	none	none	SCR_SKILL_ATTACK	SCR_SKILL_REMOVEBUFF	14.75	0	1	0	100	100	2	100	<$>185364</>	<$>59709</>	<$>59709</>	<$>59709</>	<$>59709</>	<$>59709</>	<$>59709</>	<$>59709</>	<$>59709</>	<$>59709</>	<$>59709</>	<$>59709</>	<$>59709</>	<$>59709</>	<$>59709</>	<$>59709</>	none	0	0	0	0	450	1	2	Circle	0	300	0	None	Ground	<$>142326</>	TRUE	FALSE	AREA	Attack	0	0	0	20002	300
1200	0	2	Slow	None	None	None	None	100	212	Normal	-11	TRUE	400	0	0	None	0	None	0	30354	CoveringFire	SHOOT	None	15000	0	None	<$>62609</>	HP	0	None	Covering Fire	crp_coveringfire	0	RH	100	0	0	1	BOTH	2000	YES	50	733	0	0	0	0	0	normal	0	0	1200	0	100	11	<$>62608</>	NO	NO	YES	FALSE	NO	NO	NO	NO	NO	NO	0	None	1.2	200	none	none	none	none	none	SCR_SKILL_ATTACK	SCR_SKILL_REMOVEBUFF	20	0	1	0	100	100	4	100	<$>185365</>	<$>177755</>	<$>177755</>	<$>177755</>	<$>177755</>	<$>177755</>	<$>177755</>	<$>177755</>	<$>177755</>	<$>177755</>	<$>177755</>	<$>177755</>	<$>177755</>	<$>177755</>	<$>177755</>	<$>177755</>	none	0	0	0	0	450	1	7	Circle	0	500	0	None	Ground	<$>67633</>	TRUE	FALSE	AREA	Attack	0	1	0	20003	0
1200	0	1	Slow2	None	None	None	Aroma	50	272	Normal	0	FALSE	0	0	0	None	0	None	0	30551	Delphinium	MELEE	None	5000	0	None	<$>206363</>	HP	1000	None	Delphinium	mor_delphinium	788	RH	150	0	867	1	SELF	1533	YES	120	0	0	0	30	0	150	headhit	15	0	1500	0	0	0	<$>206362</>	NO	NO	YES	FALSE	NO	NO	NO	NO	NO	NO	0	None	1.2	0	none	none	none	none	none	SCR_SKILL_ATTACK	SCR_SKILL_REMOVEBUFF	2.25	0	1	0	100	100	1	100	<$>206365</>	<$>206366</>	<$>206366</>	<$>206366</>	<$>206366</>	<$>206366</>	<$>206366</>	<$>206366</>	<$>206366</>	<$>206366</>	<$>206366</>	<$>206366</>	<$>206366</>	<$>206366</>	<$>206366</>	<$>206366</>	BuffBoost	0	0	0	0	250	1	12	Square	0	300	0	None	Wave	<$>206364</>	TRUE	FALSE	AREA	Attack	0	1	1500	20001	800
1200	0	2	None	None	None	None	Aroma	0	0	Normal	0	FALSE	0	0	0	None	0	None	0	30552	Liriodelvalle	MELEE	None	60000	0	None	<$>206368</>	HP	0	None	Lirio Del Valle	mor_liriodelvalle	0	RH	0	0	700	1	SELF	700	YES	0	0	0	0	0	180	150	normal	0	0	1000	0	0	0	<$>206367</>	NO	NO	YES	FALSE	NO	NO	NO	NO	NO	NO	0	None	1.2	0	none	none	none	none	none	SCR_SKILL_ATTACK	SCR_SKILL_REMOVEBUFF	2.5	0	1	0	100	100	2	100	<$>206370</>	<$>206371</>	<$>206373</>	<$>206374</>	<$>206374</>	<$>206375</>	<$>206376</>	<$>206376</>	<$>206371</>	<$>206371</>	<$>206371</>	<$>206371</>	<$>206372</>	<$>206372</>	<$>206372</>	<$>206373</>	BuffBoost	0	0	0	0	200	1	3	Circle	0	1000	0	None	None	<$>206369</>	TRUE	FALSE	AREA	Attack	0	1	0	20002	300
1200	0	2	None	None	None	None	Aroma	0	0	Normal	0	TRUE	367	0	0	None	0	None	0	30553	Margarita	MELEE	None	12000	0	None	<$>206378</>	HP	1500	None	Margarita	mor_margarita	1398	RH	160	0	333	1	BOTH	1700	YES	130	367	0	333	30	0	200	normal	90	0	600	0	0	0	<$>206377</>	NO	NO	YES	FALSE	NO	NO	NO	NO	NO	NO	0	None	1.2	0	none	none	none	none	none	SCR_SKILL_ATTACK	SCR_SKILL_REMOVEBUFF	6.5	0	1	0	100	100	3	100	<$>206379</>	<$>206380</>	<$>206380</>	<$>206380</>	<$>206380</>	<$>206380</>	<$>206380</>	<$>206380</>	<$>206380</>	<$>206380</>	<$>206380</>	<$>206380</>	<$>206380</>	<$>206380</>	<$>206380</>	<$>206380</>	BuffBoost	0	0	0	0	300	1	12	Circle	0	700	0	None	None	<$>101527</>	TRUE	FALSE	AREA	Attack	0	1	0	20003	450
1200	0	1	None	None	None	None	Aroma	0	0	Normal	0	TRUE	1000	0	0	None	0	None	0	30554	Anemona	MELEE	None	15000	0	None	<$>206382</>	HP	50	None	Anemona	mor_anemona	50	RH	170	0	1133	1	BOTH	2033	YES	140	1000	0	1133	30	180	150	normal	30	0	1200	0	0	0	<$>206381</>	NO	NO	YES	FALSE	NO	NO	NO	NO	NO	NO	0	None	1.2	0	none	none	none	none	none	SCR_SKILL_ATTACK	SCR_SKILL_REMOVEBUFF	8	0	1	0	100	100	4	100	<$>206384</>	<$>206385</>	<$>206385</>	<$>206385</>	<$>206385</>	<$>206385</>	<$>206385</>	<$>206385</>	<$>206385</>	<$>206385</>	<$>206385</>	<$>206385</>	<$>206385</>	<$>206385</>	<$>206385</>	<$>206385</>	BuffBoost	0	0	0	0	300	1	15	Fan	60	1200	0	None	Wave	<$>208885</>	TRUE	FALSE	AREA	Attack	0	1	1200	20004	500
1200	0	2	None	None	None	None	Aroma	0	0	Normal	0	TRUE	1000	0	0	None	0	None	0	30555	Rosemary	MELEE	None	20000	0	None	<$>206387</>	HP	0	None	Rosemary	mor_rosemary	0	RH	200	0	567	1	BOTH	1933	YES	150	1000	0	0	0	90	150	normal	0	0	1200	0	0	0	<$>206386</>	NO	NO	YES	FALSE	NO	NO	NO	NO	NO	NO	0	None	1.2	0	none	none	none	none	none	SCR_SKILL_ATTACK	SCR_SKILL_REMOVEBUFF	13	0	1	0	100	100	5	100	<$>206389</>	<$>206390</>	<$>206390</>	<$>206390</>	<$>206390</>	<$>206390</>	<$>206390</>	<$>206390</>	<$>206390</>	<$>206390</>	<$>206390</>	<$>206390</>	<$>206390</>	<$>206390</>	<$>206390</>	<$>206390</>	BuffBoost	0	0	0	0	350	1	8	Circle	0	400	0	None	Ground	<$>208886</>	TRUE	FALSE	AREA	Attack	0	1	0	20005	300
1200	0	2	None	None	None	None	None	0	0	Normal	0	TRUE	1800	0	0	None	0	None	0	31053	Reflection	MAGIC	None	15000	0	LGHT	<$>224307</>	HP	1000	None	Reflection	eltb_reflection	788	RH	100	0	1500	5	BOTH	2434	YES	0	1800	0	1500	30	0	87	headhit	45	0	600	0	200	0	<$>224306</>	NO	NO	YES	FALSE	NO	NO	NO	NO	NO	NO	0	None	1.2	473	none	none	none	none	none	SCR_SKILL_ATTACK	SCR_SKILL_REMOVEBUFF	56	0	1	0	100	100	3	100	<$>224308</>	<$>224309</>	<$>224309</>	<$>224309</>	<$>224309</>	<$>224309</>	<$>224309</>	<$>224309</>	<$>224309</>	<$>224309</>	<$>224309</>	<$>224309</>	<$>224309</>	<$>224309</>	<$>224309</>	<$>224309</>	none	0	0	0	0	700	1	7	Circle	0	500	0	None	Ground	<$>225135</>	TRUE	FALSE	AREA	Attack	0	1	0	20003	300
1200	0	2	None	None	None	None	None	0	0	Normal	0	TRUE	3000	0	0	None	0	None	0	31055	Lasluces	MAGIC	None	25000	0	LGHT	<$>224311</>	HP	0	None	Lasluces	eltb_lasluces	0	RH	72	0	0	4	SELF	1730	YES	0	3000	0	0	0	0	1	normal	0	0	600	0	200	0	<$>224169</>	NO	NO	YES	FALSE	NO	NO	NO	NO	NO	NO	0	None	1.2	0	none	none	none	none	none	SCR_SKILL_ATTACK	SCR_SKILL_REMOVEBUFF	77.5	0	1	0	100	100	5	100	<$>224316</>	<$>224309</>	<$>224309</>	<$>224309</>	<$>224309</>	<$>224309</>	<$>224309</>	<$>224309</>	<$>224309</>	<$>224309</>	<$>224309</>	<$>224309</>	<$>224309</>	<$>224309</>	<$>224309</>	<$>224309</>	none	0	0	0	0	1100	1	8	Circle	0	600	0	None	Ground	<$>225137</>	TRUE	FALSE	AREA	Attack	0	1	0	20005	0
