AGI	AnimType	AttachEffectIndex	AttachEffectIndexBattle	BodyType	BoneType	BuffMidOffset	BuffTopOffset	CHA	CON	Cache	Category	CharacterBuff	CharacterBuffLv	ClassID	ClassName	ClassType	ClothType	CollectCard	CommPoint	CostumeListFemale	CostumeListMale	Create	CreationCard	DEAD	DEX	DamageOffset	DefaultArmor	DefaultArmorName	DefaultInvenItem	DefaultInvenItemCount	DefaultLWeapon	DefaultRWeapon	DefaultStance	Dummy_N_LH	Dummy_N_RH	EdgeColor	EngName	EqpAchieveSet	EqpArmorSet	EqpArtifactSet	EqpAssistSet	EqpBackSet	EqpBeltSet	EqpBootsSet	EqpBreastSet	EqpCostumeSet	EqpEarSet	EqpFaceSet	EqpGloveSet	EqpHeadSet	EqpNeckSet	EqpRingSet	EqpShoulderSet	EqpWeaponSet	EquipTown	EventCard	ExpeditionTag	ExpertStance	Gender	HairType	HeadType	HitDummy	HitOffset	Home	IDL	INT	IconClass	JobDesc	JobSkill	JobSklName	KillVoice	LODDist	Mass	Name	OriginalDEADAni	PICK	PINCH	PoseType	RUN	RootNode	Rotation	RuneWordPercentage	STD	STR	STUN	ScaleF	ScaleM	SelfHitEffect	Size	TopDummy	UniqueHit	Value	VeteranStance	WLK	WeaponScale	WeightRatio	initLv
70	MARY	None	None	PC_SET_MARY_BODY	PC_SET_MARY	137	200	50	60	TRUE	Cityzen	ChaIncDEX	1	87	Mary	MARY	Skirt	29076	0	None	None	Hire	22101	None	95	158	15003	CrecementoCoat	0	0	10000	7213	Bareknuckle,ShotgunBlaster	None	None	FFFFFF00	Mary	None,Achieve	None,Coat	None,Artifact	Fullmetalshell	None,Back	None,Belt,LBelt	None,Boots,LBoots	None,Breast	None,CosInvisible,CosMary	None,Ear	None	None,Glove,LGlove	None,HatMary	None,Necklace	None,Ring	None,Shoulder	8200,8201	TRUE	22115	29,6,58	None	Female	PC_SET_MARY_HAIR	PC_SET_MARY_HEAD	Bip01 Spine1	137	GranadoEspada	PC_IDL_MUS	45	musketeer	<$>91791</>	2011	CleaningTime	None	1200	1	<$>47094</>	NO	PC_PICK_ADRIANA	PC_PINCH_MUS	MARY	PC_RUN_MARY	Bip01	TRUE	0	PC_STD_MARY	50	PC_STUN_MUS	1	1.011	HIT_Blood_Human	S	Dummy_State	NO	370	GiganticBlaster	PC_WLK_MARY	None	1	60
80	Tora	None	None	PC_SET_TORA_BODY	PC_SET_TORA	137	200	50	80	TRUE	Cityzen	ChaDrain	2	88	Tora	TORA	Normal	29077	0	None	None	Hire	22102	None	50	158	15001	CrecementoLeather	0	0	10000	7208	Bareknuckle,Escrima,StabGuard,DarkAvenger	None	None	FFFFFF00	Tora	None,Achieve	None,Leather	None,Artifact	None,	None,Back	None,Belt,LBelt	None,Boots,LBoots	None,Breast	None,CosInvisible,CosTora	None,Ear	None	None,Glove,LGlove	None,HatTora	None,Necklace	None,Ring	None,Shoulder	8300,8301,8302,8303	TRUE	22566	53,27,49	None	Male	PC_SET_TORA_HAIR	PC_SET_TORA_HEAD	Bip01 Spine1	137	GranadoEspada	PC_IDL_TORA	30	fighter	<$>81045</>	2004	Rage	None	1200	1	<$>81044</>	NO	PC_PICK_TORA	PC_PINCH_FGT	Tora	PC_RUN_TORA	Bip01	TRUE	0	PC_STD_TORA	90	PC_STUN_FGT	0.94	0.94	HIT_Blood_Human	S	Dummy_State	NO	380	None	PC_WLK_TORA	None	1	100
80	KESS	None	None	PC_SET_KESS_BODY	PC_SET_KESS	137	200	50	50	TRUE	Cityzen	ChaIncDEX	1	89	Kess	KESS	Normal	29078	0	None	None	Hire	22103	None	95	158	15003	CrecementoCoat	0	0	10000	7212	Bareknuckle,AimingShot,StandingShot,KneelingShot,	None	None	FFFFFF00	Kess	None,Achieve	None,Coat	None,Artifact	None,Pistol,Rifle,Steelbullet,Fullmetalshell	None,Back	None,Belt,LBelt	None,Boots,LBoots	None,Breast	None,CosInvisible,CosKess	None,Ear	None	None,Glove,LGlove	None,HatKess	None,Necklace	None,Ring	None,Shoulder	10200,10201,10202,10203,10204,10205	TRUE	22592	18,89,6	None	Male	PC_SET_KESS_HAIR	PC_SET_KESS_HEAD	Bip01 Spine1	137	GranadoEspada	PC_IDL_KESS	60	musketeer	<$>103037</>	2013	GunMaster	None	1200	1	<$>84325</>	NO	PC_PICK_KESS	PC_PINCH_MUS	KESS	PC_RUN_KESS	Bip01	TRUE	0	PC_STD_KESS	35	PC_STUN_MUS	0.918	1	HIT_Blood_Human	S	Dummy_State	YES	370	OutrageShot	PC_WLK_KESS	None	1	100
20	FREEDAY	None	None	PC_SET_FREEDAY_BODY	PC_SET_FREEDAY	137	200	70	70	TRUE	Cityzen	ChaREle	1	91	Freeday	FREEDAY	Normal	29080	0	None	None	Hire	22105	None	50	158	4306	SettlerCoat_Mystic	0	0	10000	1706	Bareknuckle,Serenade,Rocking	None	None	FFCC00FF	Freeday	None,Achieve	None,Coat	None,Artifact	None,	None,Back	None,Belt,LBelt	None,Boots,LBoots	None,Breast	None,CosInvisible,CosFreeday	None,Ear	None	None,Glove,LGlove	None,HatFreeday	None,Necklace	None,Ring	None,Shoulder	8900,8901	TRUE	22588	19,67,52	None	Male	PC_SET_FREEDAY_HAIR	PC_SET_FREEDAY_HEAD	Bip01 Spine1	137	GranadoEspada	PC_IDL_FREEDAY	90	warlock	<$>83852</>	1035	Encor	None	1200	1	<$>83851</>	NO	PC_PICK_FREEDAY	PC_PINCH_MUS	FREEDAY	PC_RUN_FREEDAY	Bip01	TRUE	0	PC_STD_FREEDAY	50	PC_STUN_MUS	0.918	1	HIT_Blood_Human	S	Dummy_State	NO	350	None	PC_WLK_FREEDAY	None	1	100
60	EVASHARONL	None	None	PC_SET_EVASHARONL_BODY	PC_SET_EVASHARONL	137	200	60	70	TRUE	Cityzen	ChaCast	1	92	Sharon	EVASHARONL	Skirt	29081	0	None	None	Hire	22106	None	50	158	15003	CrecementoCoat	0	0	10000	7221	Psychokinesis,Levitation	None	None	FFFFFF00	Sharon	None,Achieve	None,Coat	None,Artifact	None,PsychicSphere	None,Back	None,Belt	None,Boots	None,Breast	None,CosInvisible,CosSharon	None,Ear	None	None,Glove	None,HatSharon	None,Necklace	None,Ring	None,Shoulder	8700,8701	TRUE	22567	32,59,86	None	Female	PC_SET_EVASHARONL_HAIR	PC_SET_EVASHARONL_HEAD	Bip01 Spine1	137	GranadoEspada	PC_IDL_EVASHARONL	85	wizard	<$>91793</>	1048	ReflectSkin	None	1200	1	<$>3291</>	NO	PC_PICK_EVASHARONL	PC_PINCH_MUS	EVASHARONL	PC_RUN_EVASHARONL	Bip01	TRUE	0	PC_STD_EVASHARONL	35	PC_STUN_MUS	0.97	1.011	HIT_Blood_Human	S	Dummy_State	NO	360	None	PC_WLK_EVASHARONL	None	1	60
60	SHERLIN	None	None	PC_SET_SHERLIN_BODY	PC_SET_SHERLIN	137	200	60	60	TRUE	Cityzen	ChaIncINT	1	93	Sherlin	SHERLIN	Skirt	29082	0	None	None	Hire	22107	None	40	158	15004	CrecementoRobe	0	0	10000	125306	PossessionFire,EvocationFire,Inferno	None	None	FFCC00FF	Sherlin	None,Achieve	None,Robe	None,Artifact	None,ElementalSphere	None,Back	None,Belt	None,Boots	None,Breast	None,CosInvisible,CosSherlin	None,Ear	None	None,Glove	None,HatSherlin	None,Necklace	None,Ring	None,Shoulder	9600,9601,9602,9603	TRUE	22583	13,59,8	None	Female	PC_SET_SHERLIN_HAIR	PC_SET_SHERLIN_HEAD	Bip01 Spine1	137	GranadoEspada	PC_IDL_MUS	90	warlock	<$>95435</>	1057	FireGolemControl	None	1200	1	<$>49610</>	NO	PC_PICK_SHERLIN	PC_PINCH_MUS	SHERLIN	PC_RUN_SHERLIN	Bip01	TRUE	0	PC_STD_SHERLIN	30	PC_STUN_MUS	0.918	1.011	HIT_Blood_Human	S	Dummy_State	NO	340	None	PC_WLK_SHERLIN	None	1	100
80	OLIVIA	None	None	PC_SET_OLIVIA_BODY	PC_SET_OLIVIA	137	200	50	85	TRUE	Cityzen	ChaASPD	2	95	Olivia	OLIVIA	Normal	29084	0	None	None	Hire	22109	None	50	158	15001	CrecementoLeather	0	0	10000	7208	Bareknuckle,Escrima,DobaladaCorteOlivia,RaidAssaultOlivia,CombatAssault	None	None	FFFFFF00	Olivia	None,Achieve	None,Leather	None,Artifact	None,	None,Back	None,Belt,LBelt	None,Boots,LBoots	None,Breast	None,CosInvisible,CosOlivia	None,Ear	None	None,Glove,LGlove	None,HatOlivia	None,Necklace	None,Ring	None,Shoulder	9900,9901,9902,9903	TRUE	22585	18,69,5	None	Female	PC_SET_OLIVIA_HAIR	PC_SET_OLIVIA_HEAD	Bip01 Spine1	137	GranadoEspada	PC_IDL_MUS	30	fighter	<$>99214</>	1060	HeavyStalker	None	1200	1	<$>84326</>	NO	PC_PICK_FGT	PC_PINCH_FGT	OLIVIA	PC_RUN_OLIVIA	Bip01	TRUE	0	PC_STD_OLIVIA	90	PC_STUN_FGT	1.07	1.011	HIT_Blood_Human	S	Dummy_State	NO	385	None	PC_WLK_OLIVIA	None	1	100
60	GRANDIES	None	None	PC_SET_GRANDIES2_BODY	PC_SET_GRANDIES2	137	200	40	100	TRUE	Cityzen	ChaMHP	1	96	Grandies2	GRANDIES2	Normal	29085	0	None	None	Hire	22110	None	50	158	4204	SettlerMetal_Mystic	0	0	10000	411	Bareknuckle,BackGuard,TailGuard	None	None	FFCC00FF	Grandies2	None,Achieve	None,Leather,Metal	None,Artifact	None	None,Back	None,Belt,LBelt,MBelt	None,Boots,LBoots,MBoots	None,Breast	None,CosInvisible,CosGrandies	None,Ear	None	None,Glove,LGlove,MGlove	None,HatGrandies2	None,Necklace	None,Ring	None,Shoulder	9101,9102	TRUE	22580	42,81,65	None	Female	PC_SET_GRANDIES2_HAIR	PC_SET_GRANDIES2_HEAD	Bip01 Spine1	137	GranadoEspada	PC_IDL_MUS	40	fighter	<$>89931</>	1051	CounterBlow	None	1200	1	<$>89970</>	NO	PC_PICK_FGT	PC_PINCH_FGT	GRANDIES	PC_RUN_GRANDIES	Bip01	TRUE	0	PC_STD_GRANDIES	90	PC_STUN_FGT	1.05	1	HIT_Blood_Human	S	Dummy_State	NO	375	Sidewinder	PC_WLK_GRANDIES	None	1	100
85	SOSO	None	None	PC_SET_SORANG_BODY	PC_SET_SORANG	122	178	60	50	TRUE	Cityzen	ChaPR	1	97	Sorang	SORANG	Normal	29086	0	None	None	Hire	22111	None	50	140	4106	SettlerLeather_Mystic	0	0	10000	1510	Bareknuckle,MartialArtsG,MartialArtsS,MartialArtsF,MartialArtsT	None	None	FFCC00FF	Sorang	None,Achieve	None,Leather	None,Artifact	None	None,Back	None,Belt,LBelt	None,Boots,LBoots	None,Breast	None,CosInvisible	None,Ear	None,	None,Glove,LGlove	None,HatSorang	None,Necklace	None,Ring	None,Shoulder	9200,9201,9202,9203	TRUE	22581	43,25,49	None	Female	PC_SET_SORANG_HAIR	PC_SET_SORANG_HEAD	Bip01 Spine1	122	GranadoEspada	PC_IDL_SOSO	30	fighter	<$>92926</>	1053	SeeingThrough	None	1200	0.9	<$>92925</>	NO	PC_PICK_FGT	PC_PINCH_SOSO	SORANG	PC_RUN_SOSO	Bip01	TRUE	0	PC_STD_SORANG	85	PC_STUN_SOSO	0.7	0	HIT_Blood_Human	S	Dummy_State	NO	360	None	PC_WLK_SOSO	None	1	100
70	GUN2	None	None	PC_SET_GUN2_BODY	PC_SET_GUN2	127	185	50	40	TRUE	Cityzen	ChaIncDEX	1	98	GraceSniper	GUN2	Normal	29087	0	None	None	Hire	22112	None	100	146	4306	SettlerCoat_Mystic	0	0	10000	1111	Bareknuckle,FreestyleShot,StandingShot,Flintlock,Sniper,DoublegunsShot,KneelingShot	None	None	FFCC00FF	Sniper Berneli	None,Achieve	None,Coat,Leather	None,Artifact	None,Rifle,Steelbullet	None,Back	None,Belt,LBelt	None,Boots,LBoots	None,Breast	None,CosInvisible	None,Ear	None,	None,Glove,LGlove	None	None,Necklace	None,Ring	None,Shoulder	9300,9301,9302,9303,100112	TRUE	22582	41,81,17	None	Female	PC_SET_GUN2_HAIR	PC_SET_GUN2_HEAD	Bip01 Spine1	127	GranadoEspada	PC_IDL_MUS	30	musketeer	<$>93333</>	63016	Dsring_Concentrate	None	1200	1	<$>93332</>	NO	PC_PICK_GUN2	PC_PINCH_MUS	GUN2	PC_RUN_GUN2	Bip01	TRUE	0	PC_STD_MUS	40	PC_STUN_MUS	0.939	0	HIT_Blood_Human	S	Dummy_State	NO	330	OutrageShot	PC_WLK_GUN2	None	1	100
65	LIUNG	None	None	PC_SET_LIUNG_BODY	PC_SET_LIUNG	127	195	65	80	TRUE	Cityzen	ChaREle	2	99	Liung	LIUNG	Normal	29170	0	None	None	Hire	22569	None	30	146	4106	SettlerLeather_Mystic	0	0	10000	1510	Bareknuckle,MartialArtsG,PossessionLightning,LightningWolf	None	None	FFCC00FF	Liung	None,Achieve	None,Leather	None,Artifact	None,Knuckle,LghtBrc	None,Back	None,Belt,LBelt	None,Boots,LBoots	None,Breast	None,CosInvisible	None,Ear	None,	None,Glove,LGlove	None	None,Necklace	None,Ring	None,Shoulder	100,9500,9501,9502	TRUE	22589	43,25,15	None	Male	PC_SET_LIUNG_HAIR	PC_SET_LIUNG_HEAD	Bip01 Spine1	127	GranadoEspada	PC_IDL_LIUNG	85	fighter	<$>95437</>	1056	FullMoon	None	1200	1	<$>95436</>	NO	PC_PICK_LIUNG	PC_PINCH_FGT	LIUNG	PC_RUN_LIUNG	Bip01	TRUE	0	PC_STD_LIUNG	75	PC_STUN_FGT	0	1	HIT_Blood_Human	S	Dummy_State	NO	400	None	PC_WLK_LIUNG	None	1	100
75	VALLVE	None	None	PC_SET_VALLVE_BODY	PC_SET_VALLVE	127	195	50	85	TRUE	Cityzen	ChaMSPD	2	100	Vendetta	VALLVE	Skirt	29088	0	None	None	Hire	22116	None	50	146	4106	SettlerLeather_Mystic	0	0	10000	208	Bareknuckle,EpeeGarde,Vendetta	None	None	FFCC00FF	Vendetta	None,Achieve	None,Coat,Leather	None,Artifact	None	None,Back	None,Belt,LBelt	None,Boots,LBoots	None,Breast	None,CosInvisible,CosVendetta	None,Ear	None,FaceVendetta	None,Glove,LGlove	None,HatVendetta	None,Necklace	None,Ring	None,Shoulder	9700,9701,100104	TRUE	22584	78,4,38	None	Female	PC_SET_VALLVE_HAIR	PC_SET_VALLVE_HEAD	Bip01 Spine1	127	GranadoEspada	PC_IDL_VALLVE	40	fighter	<$>96436</>	1058	Awakening	None	1200	1	<$>96435</>	NO	PC_PICK_VALLVE	PC_PINCH_FGT	VALLVE	PC_RUN_VALLVE	Bip01	TRUE	0	PC_STD_VALLVE	90	PC_STUN_FGT	0.9	0	HIT_Blood_Human	S	Dummy_State	NO	390	None	PC_WLK_VALLVE	None	1	100
60	VIKING	None	None	PC_SET_VIKING_BODY	PC_SET_VIKING	127	225	50	90	TRUE	Cityzen	ChaMHP	2	101	Viking	VIKING	Normal	29089	0	None	None	Hire	22117	None	55	146	15001	CrecementoLeather	0	0	125329	125328	BareknuckleA,BackGuard,Combatant,Piracy	None	None	FFCC00FF	Roht	None,Achieve	None,Leather,Metal	None,Artifact	None	None,Back	None,Belt,LBelt	None,Boots,LBoots	None,Breast	None,CosInvisible	None,Ear	None,	None,Glove,LGlove	None	None,Necklace	None,Ring	None,Shoulder	9800,9801,9802,9803	TRUE	22600	74,2,67	None	Male	PC_SET_VIKING_HAIR	PC_SET_VIKING_HEAD	Bip01 Spine1	127	GranadoEspada	PC_IDL_VIKING	30	fighter	<$>105756</>	1059	Sacrifice	None	1200	1	<$>105755</>	NO	PC_PICK_VIKING	PC_PINCH_FGT	VIKING	PC_RUN_VIKING	Bip01	TRUE	0	PC_STD_VIKING	90	PC_STUN_FGT	0	1.123	HIT_Blood_Human	S	Dummy_State	NO	375	TheDefender	PC_WLK_VIKING	None	1	100
90	OLIVIA	None	None	PC_SET_OLIVIA2_BODY	PC_SET_OLIVIA2	137	200	50	80	TRUE	Cityzen	ChaASPD	2	102	SpyOlivia	SPYOLIVIA	Normal	29171	0	None	None	Hire	22586	None	50	158	4106	SettlerLeather_Mystic	0	0	10000	611	Bareknuckle,Escrima,DobaladaCorteOlivia,RaidAssaultOlivia,ShadowAssault	None	None	FFCC00FF	SpyOlivia	None,Achieve	None,Leather	None,Artifact	None,	None,Back	None,Belt,LBelt	None,Boots,LBoots	None,Breast	None,CosInvisible,CosOlivia	None,Ear	None	None,Glove,LGlove	None,HatOlivia	None,Necklace	None,Ring	None,Shoulder	9900,9901,9902,9904	TRUE	22587	81,18,5	None	Female	PC_SET_OLIVIA2_HAIR	PC_SET_OLIVIA2_HEAD	Bip01 Spine1	137	GranadoEspada	PC_IDL_MUS	30	fighter	<$>99216</>	1061	Acrobatic	None	1200	1	<$>99215</>	NO	PC_PICK_FGT	PC_PINCH_FGT	OLIVIA	PC_RUN_OLIVIA	Bip01	TRUE	0	PC_STD_OLIVIA	95	PC_STUN_FGT	1.07	1.011	HIT_Blood_Human	S	Dummy_State	NO	395	None	PC_WLK_OLIVIA	None	1	100
80	VEIL	None	None	PC_SET_VEIL_BODY	PC_SET_VEIL	137	200	50	60	TRUE	Cityzen	ChaMSPD	2	103	Veil	Veil	Normal	29090	0	None	None	Hire	22118	None	90	158	15003	CrecementoCoat	0	0	10000	7219	Bareknuckle,Sagitta,TwinSting	None	None	FFFFFF00	Veil	None,Achieve	None,Coat	None,Artifact	None,SteelBolt	None,Back	None,Belt,LBelt	None,Boots,LBoots	None,Breast	None,CosInvisible,CosVeil	None,Ear	None,FaceVeil	None,Glove,LGlove	None,HatVeil	None,Necklace	None,Ring	None,Shoulder	10000,10001,10002	TRUE	22595	73,18,74	None	Male	PC_SET_VEIL_HAIR	PC_SET_VEIL_HEAD	Bip01 Spine1	137	GranadoEspada	PC_IDL_MUS	30	musketeer	<$>101126</>	1062	Edge	None	1200	1	<$>101019</>	NO	PC_PICK_VEIL	PC_PINCH_MUS	VEIL	PC_RUN_VEIL	Bip01	TRUE	0	PC_STD_VEIL	50	PC_STUN_MUS	1	1	HIT_Blood_Human	S	Dummy_State	NO	360	None	PC_WLK_VEIL	None	1	100
50	SELANE	None	None	PC_SET_SELANE_BODY	PC_SET_SELANE	127	190	70	60	TRUE	Cityzen	ChaMSPD	2	104	Selane	Selane	Skirt	29091	0	None	None	Hire	22119	None	50	148	15004	CrecementoRobe	0	0	125309	125309	Maidenofglacier,PossessionIce	None	None	FFCC00FF	Selane	None,Achieve	None,Robe	None,Artifact	None,ElementalSphere	None,Back	None,Belt	None,Boots	None,Breast	None,CosInvisible,CosSel	None,Ear	None	None,Glove	None,HatSel	None,Necklace	None,Ring	None,Shoulder	7750,7751,7752	TRUE	22594	14,7,58	None	Female	PC_SET_SELANE_HAIR	PC_SET_SELANE_HEAD	Bip01 Spine1	127	GranadoEspada	PC_IDL_SELANE	90	warlock	<$>107739</>	11771	Frigid	None	1200	1	<$>107738</>	NO	PC_PICK_SELANE	PC_PINCH_WAR	SELANE	PC_RUN_SELANE	Bip01	TRUE	0	PC_STD_SELANE	30	PC_STUN_WAR	0.87	1	HIT_Blood_Human	S	Dummy_State	YES	350	None	PC_WLK_SELANE	None	1	100
40	SPIRIT	None	None	PC_SET_SPIRIT_BODY	PC_SET_SPIRIT	137	200	70	60	TRUE	Cityzen	ChaMonDam	2	105	Spirit	Spirit	Skirt	29172	0	None	None	Hire	22590	None	40	158	4406	SettlerRobe_Mystic	0	0	10000	2511	Bareknuckle,LordofElemental,Floresta	None	None	FFCC00FF	Rose Spirit	None,Achieve	None,Robe	None,Artifact	None,PsychicSphere	None,Back	None,Belt	None,Boots	None,Breast	None,CosInvisible,CosRose	None,Ear	None	None,Glove	None,HatSpirit	None,Necklace	None,Ring	None,Shoulder	10100,10101,10102	TRUE	22591	79,16,37	None	Female	PC_SET_SPIRIT_HAIR	PC_SET_SPIRIT_HEAD	Bip01 Spine1	137	GranadoEspada	PC_IDL_SPIRIT	90	warlock	<$>101495</>	1063	TierraFertil	None	1200	1	<$>51320</>	NO	PC_PICK_SPIRIT	PC_PINCH_SPIRIT	SPIRIT	PC_RUN_SPIRIT	Bip01	TRUE	0	PC_STD_SPIRIT	30	PC_STUN_SPIRIT	0.95	1	HIT_Blood_Human	S	Dummy_State	YES	330	None	PC_WLK_SPIRIT	None	1	100
40	RACHEL	None	None	PC_SET_RACHEL_BODY	PC_SET_RACHEL	137	200	70	70	TRUE	Cityzen	ChaMonDam	2	110	Rachel	Rachel	Skirt	29173	0	None	None	Hire	22596	None	75	158	4106	SettlerRobe_Mystic	0	0	10000	1010	Bareknuckle,Popgun,Illusiongunner,StandingShot	None	None	FFCC00FF	Rachel Sheffield	None,Achieve	None,Robe	None,Artifact	None	None,Back	None,Belt	None,Boots	None,Breast	None,CosInvisible,CosRachel	None,Ear	None	None,Glove	None,HatRachel	None,Necklace	None,Ring	None,Shoulder	10300,10301,10302,100108, 100109	TRUE	22597	50,49,18	None	Female	PC_SET_RACHEL_HAIR	PC_SET_RACHEL_HEAD	Bip01 Spine1	137	GranadoEspada	PC_IDL_RACHEL	85	warlock	<$>103391</>	1064	HighClass	None	1200	1	<$>103255</>	NO	PC_PICK_RACHEL	PC_PINCH_RACHEL	RACHEL	PC_RUN_RACHEL	Bip01	TRUE	0	PC_STD_RACHEL	20	PC_STUN_RACHEL	0.65	0	HIT_Blood_Human	S	Dummy_State	YES	360	None	PC_WLK_RACHEL	None	1	100
50	ROSA	None	None	PC_SET_ROSA_BODY	PC_SET_ROSA	137	200	70	70	TRUE	Cityzen	ChaATK	1	111	Rosa	Rosa	Normal	29174	0	None	None	Hire	22598	None	40	158	4306	SettlerCoat_Mystic	0	0	10000	1706	Bareknuckle,CountryMusic	None	None	FFCC00FF	Rosa	None,Achieve	None,Coat	None,Artifact	None	None,Back	None,Belt	None,Boots	None,Breast	None,CosInvisible,CosRosa	None,Ear	None,	None,Glove	None,HatRosa	None,Necklace	None,Ring	None,Shoulder	10400,10401	TRUE	22599	35,62,52	None	Female	PC_SET_ROSA_HAIR	PC_SET_ROSA_HEAD	Bip01 Spine1	137	GranadoEspada	PC_IDL_ROSA	90	wizard	<$>104168</>	2014	Relax	None	1200	1	<$>104167</>	NO	PC_PICK_ROSA	PC_PINCH_ROSA	ROSA	PC_RUN_ROSA	Bip01	TRUE	0	PC_STD_ROSA	40	PC_STUN_ROSA	1	0	HIT_Blood_Human	S	Dummy_State	YES	360	None	PC_WLK_ROSA	None	1	100
40	MONTOROPC	None	None	PC_SET_MONTOROPC_BODY	PC_SET_MONTOROPC	134	195	70	50	TRUE	Cityzen	ChaIncINT	1	112	MontoroPC	MONTOROPC	Normal	29175	0	None	None	Hire	22601	None	50	154	15003	CrecementoCoat	0	0	10000	125313	Psychokinesis,Ambrosia,PhantomIllusion	None	None	FFCC00FF	Montoro	None,Achieve	None,Coat,Robe	None,Artifact	None,PsychicSphere	None,Back	None,Belt	None,Boots	None,Breast	None,CosInvisible,CosMontoro	None,Ear	None	None,Glove	None,HatMontoro	None,Necklace	None,Ring	None,Shoulder	10500,10501,10502	TRUE	22602	65,59,49	None	Male	PC_SET_MONTOROPC_HAIR	PC_SET_MONTOROPC_HEAD	Bip01 Spine1	134	GranadoEspada	PC_IDL_MONTOROPC	90	wizard	<$>105757</>	2015	DeathlessBody	None	1200	1	<$>47099</>	NO	PC_PICK_MONTOROPC	PC_PINCH_MUS	MONTOROPC	PC_RUN_MONTOROPC	Bip01	TRUE	0	PC_STD_MONTOROPC	40	PC_STUN_MUS	0.8	0.8	HIT_Blood_Human	S	Dummy_State	YES	340	Anathema	PC_WLK_MONTOROPC	None	1	100
60	CLAUDEY	None	None	PC_SET_CLAUDEY_BODY	PC_SET_CLAUDEY	142	225	50	90	TRUE	Cityzen	ChaATK	1	113	ClaudeY	CLAUDEY	Normal	29092	0	None	None	Hire	22120	None	50	163	15002	CrecementoMetal	0	0	10000	125330	Bareknuckle,BlandirCruz,MightyCruz,RapidoCruz	None	None	FFCC00FF	HiredClaude	None,Achieve	None,Leather,Metal	None,Artifact	None	None,Back	None,Belt,LBelt,MBelt	None,Boots,LBoots,MBoots	None,Breast	None,CosInvisible,CosClaudey	None,Ear	None,	None,Glove,LGlove,MGlove	None	None,Necklace	None,Ring	None,Shoulder	10600,10601	TRUE	22603	60,81,2	None	Male	PC_SET_CLAUDEY_HAIR	PC_SET_CLAUDEY_HEAD	Bip01 Spine1	142	GranadoEspada	PC_IDL_CLAUDEY	20	fighter	<$>106414</>	2016	Destructivo	None	1200	1.1	<$>106413</>	NO	PC_PICK_CLAUDEY	PC_PINCH_CLAUDEY	CLAUDEY	PC_RUN_CLAUDEY	Bip01	TRUE	0	PC_STD_CLAUDEY	95	PC_STUN_CLAUDEY	0	1.05	HIT_Blood_Human	S	Dummy_State	YES	365	None	PC_WLK_CLAUDEY	None	1	100
50	SIERRAPC	None	None	PC_SET_SIERRAPC_BODY	PC_SET_SIERRAPC	142	225	90	60	TRUE	Cityzen	ChaIncINT	1	114	SierraLosPC	SIERRAPC	Skirt	29093	0	None	None	Hire	22121	None	50	163	15004	CrecementoRobe	0	0	10000	7220	FirstAid,ESP,Pythonis	None	None	FFFFFF00	Sierra Los	None,Achieve	None,Robe,Coat	None,Artifact	None,PsychicSphere	None,Back	None,Belt	None,Boots	None,Breast	None,CosInvisible,CosSierra	None,Ear	None	None,Glove	None,HatSierra	None,Necklace	None,Ring	None,Shoulder	10602,10603	TRUE	22604	31,7,86	None	Female	PC_SET_SIERRAPC_HAIR	PC_SET_SIERRAPC_HEAD	Bip01 Spine1	142	GranadoEspada	PC_IDL_SIERRAPC	90	wizard	<$>108611</>	1066	Nature	None	1200	1	<$>47100</>	NO	PC_PICK_SIERRAPC	PC_PINCH_SIERRAPC	SIERRAPC	PC_RUN_SIERRAPC	Bip01	TRUE	0	PC_STD_SIERRAPC	40	PC_STUN_SIERRAPC	0.92	0	HIT_Blood_Human	S	Dummy_State	YES	380	None	PC_WLK_SIERRAPC	None	1	100
90	NENA	None	None	PC_SET_NENA_BODY	PC_SET_NENA	135	198	50	80	TRUE	Cityzen	ChaPCDEF	1	115	Nena	NENA	Normal	29094	0	None	None	Hire	22122	None	50	155	15001	CrecementoLeather	0	0	10000	7207	Bareknuckle,BlandirCruz,PenetrarCruz,Vigilar	None	None	FFFFFF00	Nena	None,Achieve	None,Leather	None,Artifact	None	None,Back	None,Belt,LBelt	None,Boots,LBoots	None,Breast	None,CosInvisible,CosNena	None,Ear	None,FaceNena	None,Glove,LGlove	None,HatNena	None,Necklace	None,Ring	None,Shoulder	10700,10701	TRUE	22605	47,90,31	None	Female	PC_SET_NENA_HAIR	PC_SET_NENA_HEAD	Bip01 Spine1	135	GranadoEspada	PC_IDL_NENA	20	fighter	<$>110838</>	2017	Invertir	None	1200	1.1	<$>108656</>	NO	PC_PICK_NENA	PC_PINCH_NENA	NENA	PC_RUN_NENA	Bip01	TRUE	0	PC_STD_NENA	85	PC_STUN_NENA	1	0	HIT_Blood_Human	S	Dummy_State	YES	375	MightyCruz	PC_WLK_NENA	None	1	100
